mericarp_num,ID,Herbarium,year_collected,continent,mainland_island,island_group,location,Galapagos_island,finch_beak,site,individual_sample,length,width,depth,spine_length,tip_distance,spine_num,lower_spines
1275,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6.45,3,4.95,,7.15,2,0
1276,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6,2.5,4.75,,9.15,2,0
1277,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,8.2,3.4,5.85,,8,2,0
1278,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6.95,3.15,9.2,,9.7,2,0
1279,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6.35,3.25,5.3,,9.2,2,0
1280,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,7,3.2,5.1,,7.6,2,0
1281,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6.6,3.3,4.9,,4.6,2,0
1282,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,7.3,3.85,5.6,,5.8,2,0
1283,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,3.5,2.65,3.3,,4.6,2,0
1284,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6.9,2.8,5.1,,4.55,2,0
1285,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6.2,2.25,4.5,,4.4,2,0
1286,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6.45,2.9,5,,3.3,2,0
1287,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,4.15,1.9,3,,0,2,1
1288,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,5.9,3.5,5,,3.9,2,0
1289,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,5.4,3.4,5.1,,4.15,2,0
1290,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,5.75,3.8,5.1,,8.2,2,0
1291,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,5.95,2.5,4.25,,6.85,2,0
1292,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6.45,3.2,5,,8.2,2,0
1293,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6.95,2.6,4.8,,6.3,2,0
1294,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6.3,2.7,4.25,,6.2,2,0
1295,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,5.65,3.5,4.35,,3.35,2,0
1296,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6.9,2.75,4.85,,5.35,2,0
1297,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 5D,117,6.35,2.7,4.65,,6.05,2,0
1298,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.8,3.15,5,,7.5,4,1
1299,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.35,3,4.65,,9.1,4,1
1300,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.5,3.1,5.1,,9.05,4,1
1301,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.55,2.65,4.85,,7.8,4,1
1302,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.35,3.7,4.9,,,4,1
1303,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.65,3.4,4.85,,8.35,4,1
1304,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.8,3,4.75,,6.95,4,1
1305,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.25,3.2,4.85,,4.75,4,1
1306,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.5,2.75,4,,,4,1
1307,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.2,3.85,4.6,,8.6,4,1
1308,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.4,2.8,4.25,,,4,1
1309,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.3,2.6,3.3,,5.2,4,1
1310,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.55,3.75,5.05,,9.5,4,1
1311,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.15,3.7,4.95,,9.55,4,1
1312,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.05,2.95,4.15,,,4,1
1313,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,3.35,2.15,3,,,4,1
1314,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.3,2.9,4.45,,7.7,4,1
1315,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.8,2.4,4.25,,5.75,4,1
1316,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.5,3.1,4.45,,9.3,4,1
1317,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.5,3.1,4.95,,8.05,4,1
1318,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.05,2.65,3.9,,,4,1
1319,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.05,3.1,4.75,,,4,1
1320,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.75,3.15,5.45,,,4,1
1321,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.3,3.35,4.4,,9.3,4,1
1322,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.1,2.7,4.65,,,4,1
1323,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.6,3.25,4.9,,,4,1
1324,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5,3.15,4.8,,9.35,4,1
1325,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.05,3.3,4.9,,7.9,4,1
1326,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.3,2.4,3.2,,3.6,4,1
1327,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.9,3.15,4.65,,9.95,4,1
1328,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.3,3.2,4.6,,9.3,4,1
1329,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.75,3.15,4.8,,8,4,1
1330,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.85,3.2,4.45,,,4,1
1331,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,3.85,3,4.05,,,4,1
1332,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.5,3.75,5.3,,8.5,4,1
1333,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,3.4,2.05,3,,,2,0
1334,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.3,2.65,4.15,,5.65,4,1
1335,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,3.95,2.65,3.65,,,4,1
1336,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.35,2.8,4.1,,7.5,4,1
1337,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.8,3.05,4.7,,8.5,4,1
1338,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,3.5,2.3,3.45,,5.55,4,1
1339,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.2,2.1,4.75,,6,4,1
1340,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,3.85,2.9,3.65,,,4,1
1341,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.45,2.8,4.5,,8.1,4,1
1342,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,5.55,3.45,5.05,,9.5,4,1
1343,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.15,3.5,4.25,,,4,1
1344,Grant collection,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,1,sector 20D,118,4.3,2.95,4.55,,10.85,4,1
1345,Grant collection,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,130,119,7.05,3.65,5.95,,12.3,2,0
1346,Grant collection,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,130,119,6.7,3.4,6.55,,12.65,2,0
1347,Grant collection,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,130,119,5.25,2.5,5.4,,9.5,2,0
1348,Grant collection,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,130,119,5.75,2.65,5.1,,10.45,2,0
1349,Grant collection,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,130,119,6.75,3.2,5.6,,12.55,2,0
1350,Grant collection,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,130,119,7.35,3.95,6.5,,11.35,2,0
1351,Grant collection,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,130,119,7.8,3.65,7.65,,14.8,2,0
1352,Grant collection,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,130,119,7.55,3.9,7,,14,2,0
1353,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,8,3.6,5.5,,9.3,2,0
1354,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,6.35,3.85,5.1,,9.8,2,0
1355,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,7.45,3.45,5.15,,,2,0
1356,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,7.1,4.15,5.7,,8.65,2,0
1357,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,7.15,3.5,5.2,,11.5,2,0
1358,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,7.65,4.05,5.8,,8,2,0
1359,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,6.5,3.7,5.05,,8.4,2,0
1360,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,7.4,3.35,4.9,,,4,1
1361,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,9,4.9,6.05,,10.2,2,0
1362,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,7.15,2.9,5.1,,,2,0
1363,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,7.05,3.35,5.6,,9.1,2,0
1364,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,7.45,3.35,5.85,,11.3,2,0
1365,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,6.6,3.45,5,,11.95,2,0
1366,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,6.6,3.5,4.95,,,2,0
1367,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,5.2,3.5,5.45,,0,2,0
1368,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,8.8,3.9,6,,,2,0
1369,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,6.75,3.3,5,,8.4,4,1
1370,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,5.05,2.45,4.15,,6.1,4,1
1371,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,6.65,3.4,5.45,,,2,0
1372,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,4.75,3.2,4.3,,11.35,2,0
1373,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,7.45,5.2,6.6,,9.7,2,0
1374,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,7.8,4.05,5.65,,10.3,4,1
1375,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,7.7,3.7,5.1,,8.25,2,0
1376,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,7.3,2.95,5.1,,8.95,4,1
1377,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,6,2.75,5.1,,2.75,2,0
1378,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,6.55,3.45,5.15,,8.75,2,0
1379,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,6.35,3.1,5.2,,,2,0
1380,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,7.95,3.95,6,,11.6,2,0
1381,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,5.95,3,4.25,,3.95,2,0
1382,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,6.15,3.15,4.7,,7.65,2,0
1383,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,Punta Cevallos,120,7.55,3.5,5.5,,8.4,2,0
1384,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,5.3,3.15,4.8,,6,4,1
1385,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,6.4,3.15,5.05,,10.95,2,0
1386,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,7.15,3.9,5.8,,9.55,2,0
1387,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,8,3.4,6.1,,11.35,4,1
1388,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,8.3,3.4,5.85,,8.5,2,0
1389,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,5.65,2.75,5,,8.55,2,0
1390,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,6.15,3.1,5.25,,10.95,4,1
1391,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,6.25,3.1,5.95,,8.65,4,1
1392,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,6.45,3.3,5.6,,10.25,4,1
1393,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,7.1,3.5,5.65,,10.4,4,1
1394,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,5.6,2.65,4.6,,9.2,2,0
1395,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,6.45,3.1,5.3,,11.25,2,0
1396,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,4.55,2.25,3.9,,7.7,2,0
1397,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,7.2,3.5,4.95,,,2,0
1398,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,5.75,3,4.85,,10.4,2,0
1399,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,6.85,3.3,4.75,,9.3,2,0
1400,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,5.95,2.8,4.5,,9.4,4,1
1401,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,4.7,2.4,4.2,,7.55,2,0
1402,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,5.75,2.85,4.7,,8.85,2,0
1403,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,7.15,2.95,5.05,,9.45,2,0
1404,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,6.95,2.8,5,,10.5,2,0
1405,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,6.85,2.8,4.9,,9.85,2,0
1406,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,5.45,2.9,4.7,,10.05,2,0
1407,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,7.05,3,4.75,,9.1,4,1
1408,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,7.75,3.55,5.65,,9.6,4,1
1409,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,6.25,3.1,4.75,,8.65,2,0
1410,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,6.65,2.8,4.85,,8.85,2,0
1411,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,6.45,3.1,4.8,,10,2,0
1412,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,6,3.4,5.25,,10.2,4,1
1413,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,5.2,2.85,4.75,,8.1,2,0
1414,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,5.5,2.85,4.4,,6.45,2,0
1415,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,5.5,3.5,4.8,,8.4,4,1
1416,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,6.85,3.5,4.9,,10.35,2,0
1417,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,6.05,2.95,4.65,,6.95,2,0
1418,Grant collection,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,Top of Daphne,121,5.6,3.2,5.1,,10.4,2,0
