mericarp_num,ID,Herbarium,year_collected,continent,mainland_island,island_group,location,Galapagos_island,finch_beak,site,individual_sample,length,width,depth,spine_length,tip_distance,spine_num,lower_spines
2167,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.79,3.18,4.73,4.78,,4,1
2168,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.3,1.89,4.68,5.45,,4,1
2169,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.44,2.53,4.4,5.16,,,0
2170,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.21,3.1,3.89,3.53,,,0
2171,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.21,3,3.97,4.41,,,0
2172,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,3.84,2.76,3.74,4.35,,,0
2173,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.4,3.51,3.91,3.79,,,0
2174,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,3.76,3.8,3.16,3.77,,4,1
2175,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.03,3.13,4.21,4.77,,4,1
2176,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.27,3.37,4.22,4.91,,4,1
2177,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,5.27,3.23,4.48,4.88,,4,1
2178,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,3.86,3.28,4.23,5.07,,4,1
2179,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,2.97,1.72,2.8,3.75,,,0
2180,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.95,3.08,4.26,5.05,,4,1
2181,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.27,2.6,3.61,3.75,,,0
2182,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,3.59,3.19,3.83,4.16,,,0
2183,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,3.77,3.26,3.72,3.86,,,0
2184,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,5.58,3.72,4.98,5.39,,4,1
2185,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.61,3.28,4.63,3.63,,4,1
2186,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.08,2.72,4.02,5.62,,4,1
2187,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.08,2.51,3.66,3.8,,,0
2188,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,5.09,3.63,4.9,4.73,,4,1
2189,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,5.15,3.34,5.14,3.81,,4,1
2190,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.82,2.96,4.28,4.57,,,0
2191,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,6.75,4.45,5.74,6.13,,4,1
2192,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,5.09,3.23,4.41,5.03,,4,1
2193,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.11,3.15,3.89,4.98,,,0
2194,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,4.12,2.72,3.77,3.42,,,0
2195,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,5.12,3.55,4.7,4.74,,,0
2196,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,3.54,2.23,3,3.02,,,0
2197,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Isabela,1,East Cross Road,192,3.56,2.26,3.2,4.29,,,0
2198,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.22,3.41,4.82,6.86,,4,1
2199,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.54,2.51,3.66,5.58,,4,1
2200,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,7.2,3.95,5.07,6.92,,4,1
2201,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,7.12,4.32,5.23,5.54,,4,1
2202,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.6,3.94,5.9,8.1,,,0
2203,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.73,3.64,6.39,7.6,,4,1
2204,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.91,3.78,5.42,7.81,,4,1
2205,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.75,3.54,5.74,6.48,,4,1
2206,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,7.29,3.76,5.5,7.29,,4,1
2207,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,10.89,4.3,6.39,NA,,4,1
2208,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.89,3.08,5.15,6.65,,4,1
2209,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.8,4.06,5.16,6.48,,4,1
2210,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,7.6,4.07,5.32,8.49,,4,1
2211,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,7.01,3.23,5.04,6.73,,4,1
2212,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,7.76,3.12,5.6,6.95,,4,1
2213,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.62,2.85,4.56,7.92,,4,1
2214,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.57,3.27,4.68,7.9,,4,1
2215,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.86,3.51,5.55,7.9,,4,1
2216,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,7.02,3.69,5.82,7.11,,4,1
2217,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.93,3.86,5.31,7.5,,,0
2218,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.41,3.68,5.71,6.07,,4,1
2219,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,7.55,4,5.69,6.09,,4,1
2220,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,4.24,2.54,3.58,7.16,,4,1
2221,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.37,2.34,3.8,6.28,,4,1
2222,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.56,3.17,5.27,7.2,,4,1
2223,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,7.32,3.82,5.13,7.17,,4,1
2224,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.21,3.77,4.85,5.44,,,0
2225,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.23,2.97,4.03,4.46,,4,1
2226,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.01,2.89,4.44,6.35,,4,1
2227,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.22,2.75,4.48,6.63,,,0
2228,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.81,3.39,4.15,6.05,,,0
2229,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.87,3.85,5.09,6.13,,4,1
2230,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,3.32,2.34,3.29,6.58,,4,1
2231,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.41,2.47,4.06,6.09,,4,1
2232,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.69,2.25,4.04,6.43,,4,1
2233,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,7.19,2.74,4.32,6.16,,4,1
2234,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.93,3.5,5.19,6.05,,4,1
2235,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.55,2.96,5.1,6.02,,4,1
2236,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.36,2.11,3.96,6.78,,4,1
2237,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.13,3.2,5.34,8.49,,4,1
2238,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.61,3.69,5.26,4.96,,4,1
2239,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.14,3.73,5.28,6.81,,4,1
2240,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.83,2.97,4.14,5.16,,4,1
2241,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.54,2.78,4.02,6.13,,4,1
2242,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,7.29,3.52,4.77,5.62,,4,1
2243,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.28,2.77,3.8,5.86,,4,1
2244,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.17,3.32,5.03,7.55,,4,1
2245,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.36,3.39,5.04,7.57,,4,1
2246,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.71,3.7,5.64,NA,,4,1
2247,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.35,3.65,5.05,7.07,,4,1
2248,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,7.08,3.27,5.21,5.97,,4,1
2249,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,4.58,3.2,4.18,7.44,,,0
2250,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.81,3.02,4.24,5.75,,4,1
2251,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.05,2.07,4.03,6.16,,4,1
2252,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.61,3.23,4.99,5.25,,4,1
2253,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.33,3.35,5.01,7.37,,,0
2254,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.75,3.11,4.42,5.27,,4,1
2255,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,8.52,3.89,5.56,6.62,,4,1
2256,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.78,3.82,3.67,5.85,,4,1
2257,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,6.72,2.75,4.35,6.29,,4,1
2258,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero,193,5.36,2.92,3.58,4.4,,,0
2259,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.09,3.12,4,4.35,,,0
2260,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,7.02,3.27,5.07,6.46,,4,1
2261,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,5.31,3.58,4.76,5.62,,,0
2262,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,5.42,3.35,4.7,6.38,,,0
2263,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,8.26,3.47,6.01,4.94,,4,1
2264,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,8.27,4.06,5.96,7.46,,,0
2265,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.93,3.38,5.05,7.23,,4,1
2266,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,7.11,4.19,5.63,4.8,,,0
2267,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,5.55,3.22,4.2,3.53,,,0
2268,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,9.98,4.14,6.61,7.87,,4,1
2269,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.5,3.09,4.27,6.3,,4,1
2270,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,7.72,3.27,4.94,7.67,,4,1
2271,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.31,2.76,4.55,6.07,,4,1
2272,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,8.28,3.55,5.83,6.39,,4,1
2273,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.63,3.19,4.35,6.77,,4,1
2274,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.18,2.88,4.59,5.93,,,0
2275,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.3,2.79,4.42,5.82,,,0
2276,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,9.72,4.51,6.59,5.52,,4,1
2277,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,7.59,3.72,5.4,6.26,,4,1
2278,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,8.37,4.56,5.61,5.09,,,0
2279,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.69,4.01,5.42,5.82,,,0
2280,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.29,3.12,4.47,4.41,,4,1
2281,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.56,3.75,5.44,7.07,,,0
2282,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,7.8,2.09,4.87,5.81,,4,1
2283,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.81,2.78,4.91,5.08,,4,1
2284,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,5.85,3.46,4.84,5.14,,,0
2285,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.44,2.96,4.75,6.09,,4,1
2286,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.9,4.06,5.53,6.07,,,0
2287,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,8.06,3.13,5.62,5.82,,4,1
2288,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,5.76,3.1,4.55,7.3,,,0
2289,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,4.37,2.36,2.95,3.5,,4,1
2290,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,8.17,3.16,5.48,7.16,,4,1
2291,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,8.56,3.96,5.81,6.04,,4,1
2292,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,7.53,3.54,6.43,6.65,,4,1
2293,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,5.85,3.07,5.33,5.98,,4,1
2294,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.71,3.15,5.06,5.82,,4,1
2295,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,5.54,2.87,4.55,7.08,,,0
2296,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.16,4.75,5.2,5.13,,,0
2297,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.84,2.98,5.53,6.3,,,0
2298,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.23,2.63,3.98,5.09,,4,1
2299,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.98,3.85,5.09,6.56,,4,1
2300,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,4.43,2,3.25,2.41,,,0
2301,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,9.28,3.98,5.75,5.76,,4,1
2302,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,5.37,2.7,4.36,5.54,,4,1
2303,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.2,4.09,5.09,7.44,,,0
2304,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.69,3.1,5.28,5.49,,4,1
2305,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,4.61,2.39,4.2,5.94,,,0
2306,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,7.1,4.35,4.94,6.48,,4,1
2307,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.74,3.1,5.08,7.23,,,0
2308,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,7.77,3.09,5.72,3.83,,4,1
2309,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,5.71,3.15,4.76,5.7,,,0
2310,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,5.54,3.19,4.2,4.62,,,0
2311,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.09,3.46,4.91,5.69,,,0
2312,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.29,3.43,5.2,4.84,,,0
2313,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,5.55,3.76,5.42,6.17,,,0
2314,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.57,3.03,4.82,6.05,,4,1
2315,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.72,3.67,5.91,5.74,,4,1
2316,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,7.24,2.99,5.02,4.98,,4,1
2317,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,4.89,2.61,3.51,3.5,,,0
2318,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,7.13,2.44,4.19,4.43,,4,1
2319,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.77,2.91,4.5,5.39,,4,1
2320,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,El Garrapatero Alto,194,6.83,3.55,5.78,7.33,,4,1
2321,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,4.9,1.53,3.49,6.42,,4,1
2322,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,7.5,2.79,4.63,6.48,,4,1
2323,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,5.59,2.55,4.49,6.08,,4,1
2324,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,6.16,2.55,3.95,5.84,,4,1
2325,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,6.94,3.86,4.85,6.84,,4,1
2326,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,7.65,2.99,4.92,7.96,,4,1
2327,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,6.91,2.92,4.46,6.49,,4,1
2328,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,6.7,3.56,5.12,7.02,,4,1
2329,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,5.78,3.15,4.34,6.08,,4,1
2330,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,7.82,3.25,4.89,7.56,,4,1
2331,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,7.32,2.57,4.48,6.87,,4,1
2332,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,6.04,3.58,4.81,7.9,,4,1
2333,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,4.72,2.08,3.3,5.72,,4,1
2334,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,5.5,2.27,3.68,5.7,,4,1
2335,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,6.54,2.92,4.47,6.86,,4,1
2336,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,5.37,1.9,3.26,4.51,,4,1
2337,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,7.81,3.13,4.83,3.59,,4,1
2338,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,7.11,2.24,4.36,6.43,,4,1
2339,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,7.68,3.16,5.06,7.08,,4,1
2340,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,6.74,2.84,4.76,6.24,,4,1
2341,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,5.45,2.44,3.68,4.9,,4,1
2342,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,5.33,2.61,4.05,5.34,,4,1
2343,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,7.49,3.6,5.2,7.16,,4,1
2344,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,7.09,2.42,4.31,5.76,,4,1
2345,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,7.19,3.28,4.9,7.5,,4,1
2346,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,6.7,2.78,4.9,5.3,,4,1
2347,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,6.01,2.88,4.44,6.6,,4,1
2348,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,4.74,1.96,2.99,4.81,,4,1
2349,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,6.79,2.76,4.36,7.25,,4,1
2350,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,6.51,2.8,5.12,6.09,,4,1
2351,Daniel,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,Itabaca Channel,195,5.98,2.62,4.49,7.25,,4,1
