ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,spine_length,spine_length_log,spine_length_sqr
4494,Florida_264,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,3,5.26,1.8341801851120072,2.293468988235943
4495,Florida_264,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,4,5.51,1.873339456220478,2.3473389188611002
4496,Florida_264,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,5,4.25,1.6582280766035324,2.0615528128088303
4497,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,1,5.52,1.8748743759385615,2.349468024894146
4498,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,2,3,1.3862943611198906,1.7320508075688772
4499,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,3,3.42,1.4861396960896067,1.849324200890693
4500,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,4,3.98,1.6054298910365616,1.9949937343260002
4501,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,5,5.89,1.9300710850255671,2.4269322199023193
4502,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,6,4.94,1.7817091333745536,2.222611077089287
4503,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,7,5.17,1.8196988379172965,2.2737634001804143
4504,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,8,4.8,1.7578579175523736,2.1908902300206643
4505,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,9,4.39,1.6845453849209058,2.0952326839756963
4506,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,10,5.35,1.8484548129046001,2.3130067012440754
4507,Florida_266,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,1,4.84,1.7647307968401356,2.2
4508,Florida_266,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,2,5.31,1.8421356765531218,2.3043437243605824
4509,Florida_266,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,3,5.09,1.8066480817218056,2.2561028345356955
4510,Florida_266,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,4,3.04,1.3962446919730587,1.7435595774162693
4511,Florida_266,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,5,5.14,1.814824742159051,2.2671568097509267
4512,Florida_266,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,6,6.02,1.9487632180377197,2.453568829277059
4513,Florida_266,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,7,5.39,1.8547342683894434,2.32163735324878
4514,Florida_266,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,8,3.53,1.5107219394949425,1.8788294228055935
4515,Florida_266,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,9,5.3,1.840549633397487,2.3021728866442674
4516,Florida_266,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,10,4.21,1.6505798557652755,2.0518284528683193
4517,Florida_267,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,1,4.17,1.6428726885203377,2.0420577856662137
4518,Florida_267,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,2,4.81,1.7595805708638197,2.1931712199461306
4519,Florida_267,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,3,5.53,1.8764069432883397,2.3515952032609695
4520,Florida_267,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,4,6.23,1.9782390361706734,2.495996794869737
4521,Florida_267,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,5,5.22,1.827769906751088,2.2847319317591723
4522,Florida_267,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,6,5.45,1.864080130807681,2.3345235059857505
4523,Florida_267,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,7,4.11,1.631199404215613,2.0273134932713295
4524,Florida_267,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,8,3.62,1.5303947050936475,1.9026297590440449
4525,Florida_267,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,9,5.26,1.8341801851120072,2.293468988235943
4526,Florida_267,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,10,3.98,1.6054298910365616,1.9949937343260002
4527,Florida_268,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,1,4.55,1.713797927758343,2.1330729007701543
4528,Florida_268,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,2,2.46,1.2412685890696329,1.5684387141358123
4529,Florida_268,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,3,3.97,1.6034198401085376,1.9924858845171276
4530,Florida_268,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,4,4.05,1.6193882432872684,2.0124611797498106
4531,Florida_268,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,5,2.67,1.3001916620664788,1.6340134638368191
4532,Florida_269,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,1,5.78,1.9139771019523042,2.4041630560342617
4533,Florida_269,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,2,3.34,1.4678743481123135,1.8275666882497066
4534,Florida_269,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,3,5.48,1.8687205103641833,2.340939982143925
4535,Florida_269,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,4,4.28,1.6639260977181702,2.06881608655772
4536,Florida_269,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,5,4.7,1.7404661748405046,2.16794833886788
4537,Florida_269,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,6,4.99,1.7900914121273581,2.233830790368868
4538,Florida_269,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,7,4.8,1.7578579175523736,2.1908902300206643
4539,Florida_269,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,8,4.77,1.7526720805200082,2.1840329667841556
4540,Florida_269,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,9,4.18,1.6448050562713916,2.0445048300260873
4541,Florida_269,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,10,4.45,1.6956156086751528,2.1095023109728985
4542,Florida_270,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.73,1.7457155307266483,2.1748563170931545
4543,Florida_270,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.14,1.6370530794670737,2.0346989949375804
4544,Florida_270,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.97,1.7867469274045107,2.2293496809607953
4545,Florida_270,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.6,1.5260563034950492,1.8973665961010275
4546,Florida_270,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,4.47,1.6992786164338898,2.1142374511865976
4547,Florida_270,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,3.58,1.5216989981260935,1.8920887928424501
4548,Florida_270,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.37,1.4747630091074988,1.835755975068582
4549,Florida_270,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.1,1.62924053973028,2.0248456731316584
4550,Florida_270,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,3.37,1.4747630091074988,1.835755975068582
4551,Florida_270,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.7,1.7404661748405046,2.16794833886788
4552,Florida_271,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,3.62,1.5303947050936475,1.9026297590440449
4553,Florida_271,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,3.81,1.57069708411767,1.9519221295943134
4554,Florida_271,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.39,1.6845453849209058,2.0952326839756963
4555,Florida_271,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.06,1.6213664832993742,2.0149441679609885
4556,Florida_271,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.01,1.3887912413184778,1.7349351572897471
4557,Florida_271,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,3.39,1.4793292270870801,1.841195263952197
4558,Florida_271,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.67,1.541159071680806,1.9157244060668017
4559,Florida_271,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,3.3,1.4586150226995167,1.816590212458495
4560,Florida_271,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,3.73,1.5539252025038417,1.9313207915827966
4561,Florida_271,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,3.33,1.4655675420143985,1.8248287590894658
4562,Florida_272,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,3.35,1.4701758451005926,1.8303005217723127
4563,Florida_272,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.29,1.665818245870208,2.071231517720798
4564,Florida_272,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.44,1.6937790608678513,2.1071307505705477
4565,Florida_272,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.61,1.888583653863595,2.3685438564654024
4566,Florida_272,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.64,1.8931119634883424,2.3748684174075834
4567,Florida_272,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,2.74,1.3190856114264407,1.6552945357246849
4568,Florida_272,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.33,1.4655675420143985,1.8248287590894658
4569,Florida_272,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,6.78,2.0515563381903004,2.6038433132583076
4570,Florida_272,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,3.23,1.4422019930581866,1.797220075561143
4571,Florida_272,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.95,1.7833912195575383,2.224859546128699
4572,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,3.96,1.601405740736836,1.98997487421324
4573,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.5,1.7047480922384253,2.1213203435596424
4574,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,3.41,1.4838746894587547,1.8466185312619388
4575,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.76,1.5602476682433286,1.9390719429665315
4576,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,4.19,1.6467336971777973,2.046948949045872
4577,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.85,1.766441661243765,2.202271554554524
4578,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,4.95,1.7833912195575383,2.224859546128699
4579,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,5.11,1.809926773183504,2.2605309110914633
4581,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.23,1.6544112780768316,2.0566963801203135
4582,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,5.25,1.8325814637483102,2.29128784747792
4583,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.19,1.6467336971777973,2.046948949045872
4584,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.87,1.7698546338400052,2.2068076490713913
4585,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.71,1.9035989509835904,2.3895606290697042
4586,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.39,1.8547342683894434,2.32163735324878
4587,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.76,1.7509374747078,2.181742422927143
4588,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,5.2,1.824549292051046,2.280350850198276
4589,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.33,1.673351238177753,2.080865204668481
4590,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.6,1.7227665977411035,2.1447610589527217
4591,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.94,1.7817091333745536,2.222611077089287
4592,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.34,1.6752256529721035,2.083266665599966
4593,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,3.53,1.5107219394949425,1.8788294228055935
4594,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.48,1.7011051009599243,2.1166010488516727
4595,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.31,1.4609379041156565,1.8193405398660252
4596,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,4.93,1.780024213009634,2.2203603311174516
4597,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,3.65,1.536867219599265,1.91049731745428
4598,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.33,1.4655675420143985,1.8248287590894658
4599,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.05,1.6193882432872684,2.0124611797498106
4600,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.07,1.623340817603092,2.0174241001832014
4601,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,5.05,1.80005827204275,2.247220505424423
4602,Florida_276,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,3.97,1.6034198401085376,1.9924858845171276
4603,Florida_276,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.14,1.814824742159051,2.2671568097509267
4604,Florida_276,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,5.32,1.843719208158766,2.3065125189341593
4605,Florida_276,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.93,1.5953389880545987,1.982422760159901
4606,Florida_276,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,4.56,1.715598108262491,2.1354156504062622
4607,Florida_277,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,3.81,1.57069708411767,1.9519221295943134
4608,Florida_277,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.39,1.6845453849209058,2.0952326839756963
4609,Florida_277,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.37,1.6808279085207734,2.090454496036687
4610,Florida_277,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.63,1.5325568680981427,1.905255888325765
4611,Florida_277,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.81,1.57069708411767,1.9519221295943134
4612,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.39,1.6845453849209058,2.0952326839756963
4613,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,3.93,1.5953389880545987,1.982422760159901
4614,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.36,1.6789639750827108,2.08806130178211
4615,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.39,1.6845453849209058,2.0952326839756963
4616,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.01,1.7934247485471162,2.238302928559939
4617,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.6,1.7227665977411035,2.1447610589527217
4618,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.57,1.5195132049061133,1.8894443627691184
4619,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,3.73,1.5539252025038417,1.9313207915827966
4620,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,2.55,1.2669476034873244,1.5968719422671311
4621,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,3.04,1.3962446919730587,1.7435595774162693
4622,Florida_279,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,5.96,1.9401794743463283,2.4413111231467406
4623,Florida_279,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.4,1.8562979903656263,2.32379000772445
4624,Florida_279,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,5.68,1.8991179875485542,2.3832750575625967
4625,Florida_279,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.37,1.6808279085207734,2.090454496036687
4626,Florida_279,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.35,1.8484548129046001,2.3130067012440754
4627,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,3.36,1.4724720573609429,1.833030277982336
4628,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.13,1.6351056591826783,2.0322401432901573
4629,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.65,1.7316555451583497,2.1563858652847827
4630,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.09,1.4085449700547104,1.7578395831246945
4631,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.07,1.803358605071407,2.2516660498395407
4632,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,3.96,1.601405740736836,1.98997487421324
4633,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.61,1.528227857008557,1.9
4634,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.23,1.6544112780768316,2.0566963801203135
4635,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.68,1.7369512327330598,2.1633307652783933
4636,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.49,1.7029282555214393,2.118962010041709
4637,Florida_281,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,5.67,1.8976198599275322,2.3811761799581315
4638,Florida_281,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.88,1.9286186519452522,2.4248711305964283
4639,Florida_281,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,5.15,1.8164520818184267,2.2693611435820435
4640,Florida_281,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.42,1.8594181177018698,2.328089345364563
4641,Florida_281,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.04,1.7984040119467235,2.244994432064365
4642,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,3.76,1.5602476682433286,1.9390719429665315
4643,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.39,1.6845453849209058,2.0952326839756963
4644,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.27,1.6620303625532709,2.0663978319771825
4645,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.69,1.5454325824581878,1.9209372712298547
4646,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,4.25,1.6582280766035324,2.0615528128088303
4647,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.43,1.691939133945844,2.1047565179849186
4648,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.46,1.4951487660319727,1.8601075237738274
4649,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.14,1.6370530794670737,2.0346989949375804
4650,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.46,1.6974487897568136,2.1118712081942874
4651,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,3.29,1.4562867329399256,1.8138357147217055
4652,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,3.87,1.5830939370944985,1.9672315572906003
4653,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.42,1.6900958154515549,2.1023796041628637
4654,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,3.68,1.5432981099295553,1.9183326093250879
4655,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.46,1.6974487897568136,2.1118712081942874
4656,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.43,1.4883995840570443,1.8520259177452134
4657,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.17,1.6428726885203377,2.0420577856662137
4658,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.71,1.5496879080283263,1.9261360284258222
4659,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,3.69,1.5454325824581878,1.9209372712298547
4660,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.34,1.6752256529721035,2.083266665599966
4661,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,3.65,1.536867219599265,1.91049731745428
4662,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,5.12,1.8115620965242347,2.262741699796952
4663,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,3.25,1.4469189829363254,1.8027756377319946
4664,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.89,1.7732559976634952,2.211334438749598
4665,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.88,1.9286186519452522,2.4248711305964283
4666,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.96,1.601405740736836,1.98997487421324
4667,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,5.66,1.8961194845522977,2.3790754506740637
4668,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,4.92,1.7783364488959144,2.2181073012818833
4669,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,5.2,1.824549292051046,2.280350850198276
4670,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,3.97,1.6034198401085376,1.9924858845171276
4671,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.85,1.766441661243765,2.202271554554524
4672,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.45,1.6956156086751528,2.1095023109728985
4673,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,3.91,1.5912739418064292,1.977371993328519
4674,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.66,1.7334238922150915,2.1587033144922905
4675,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.63,1.728109442151599,2.151743479135001
4676,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.07,1.803358605071407,2.2516660498395407
4677,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.61,1.724550719534605,2.147091055358389
4678,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,4.5,1.7047480922384253,2.1213203435596424
4679,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.41,1.6882490928583902,2.1
4680,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.11,1.631199404215613,2.0273134932713295
4681,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.84,1.7647307968401356,2.2
4682,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,3.96,1.601405740736836,1.98997487421324
4683,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.07,1.803358605071407,2.2516660498395407
4684,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.59,1.7209792871670078,2.142428528562855
4685,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,2.41,1.2267122912954254,1.5524174696260025
4686,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.88,1.5851452198650557,1.969771560359221
4687,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.6,1.7227665977411035,2.1447610589527217
4688,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.57,1.5195132049061133,1.8894443627691184
4689,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,3.03,1.3937663759585914,1.740689518552921
4690,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.13,1.6351056591826783,2.0322401432901573
4691,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,3.92,1.5933085305042167,1.9798989873223332
4692,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.31,1.9892432737616872,2.511971337416094
4693,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.11,1.809926773183504,2.2605309110914633
4694,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.37,1.9974177062012453,2.5238858928247927
4695,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.81,1.7595805708638197,2.1931712199461306
4696,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.93,1.9358598132018119,2.435159132377184
4697,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,5.41,1.8578592709325787,2.3259406699226015
4698,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,5.38,1.8531680973566984,2.3194827009486403
4699,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.66,1.7334238922150915,2.1587033144922905
4700,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,6.26,1.9823798288367047,2.5019992006393608
4701,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,5.49,1.8702625307159986,2.3430749027719964
4702,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,5.12,1.8115620965242347,2.262741699796952
4703,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.73,1.7457155307266483,2.1748563170931545
4704,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.71,1.742219023667919,2.1702534414210706
4705,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.39,1.4793292270870801,1.841195263952197
4706,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.25,1.8325814637483102,2.29128784747792
4707,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.66,1.7334238922150915,2.1587033144922905
4708,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,3.6,1.5260563034950492,1.8973665961010275
4709,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.3,1.667706820558076,2.073644135332772
4710,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.71,1.742219023667919,2.1702534414210706
4711,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.5,1.7047480922384253,2.1213203435596424
4712,Florida_289,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.37,1.6808279085207734,2.090454496036687
4713,Florida_289,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.45,1.6956156086751528,2.1095023109728985
4714,Florida_289,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,4.6,1.7227665977411035,2.1447610589527217
