ID,Herb_name,Herb_number,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,country,location,length_mean,width_mean,depth_mean,tip_distance_mean,Temp_mean,Temp_S_mean,Prec_mean,varP_mean,length_sd,width_sd,depth_sd,tip_distance_sd,Temp_sd,Temp_S_sd,Prec_sd,varP_sd,length_var,width_var,depth_var,tip_distance_var,Temp_var,Temp_S_var,Prec_var,varP_var,length_se,width_se,depth_se,tip_distance_se,Temp_se,Temp_S_se,Prec_se,varP_se
CDRS_3183,CDRS,3183,Herbarium,1983,South America,island,Galapagos,Galapagos,Darwin,1,Ecuador,Culpepper,12.83,5.28,5.2,0,24.950000760000002,122.3445053,790,75.03526306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDRS_43184,CDRS,43184,Herbarium,2008,South America,island,Galapagos,Galapagos,Baltra,0,Ecuador,Baltra Airport,6.421428571428572,3.587142857142857,5.287142857142857,5.51,24.31666756,154.6599579,163,104.3817749,0.8833577299830909,0.4582311907496304,0.394587000671463,1.9944345641733225,0,0,0,0,0.7803208791208794,0.2099758241758242,0.15569890109890114,3.9777692307692307,0,0,0,0,0.23608728396822093,0.12246743712275526,0.10545781184195384,0.5330350585340271,0,0,0,0
CDRS_43798,CDRS,43798,Herbarium,1998,South America,island,Galapagos,Galapagos,Enderby,0,Ecuador,North,5.926666666666667,2.845,4.706666666666667,4.725,23.74770927,174.5269775,377.46521,64.77494812,1.0409354767067298,0.41893913639095604,0.9185132915024511,4.012105432313563,0,0,0,0,1.0835466666666669,0.17551000000000008,0.8436666666666668,16.096989999999998,0,0,0,0,0.42496012884870876,0.17103118624001495,0.3749814810242116,1.6379351839027902,0,0,0,0
CDRS_4711,CDRS,4711,Herbarium,1985,South America,island,Galapagos,Galapagos,Pinta,1,Ecuador,Camp site,5.855,2.555833333333333,4.504166666666666,5.968333333333334,22.99583244,135.8049622,488,64.10809326,0.6663946414714169,0.374541133396668,0.6979900798114193,1.128763066638017,0,0,0,0,0.44408181818181824,0.14028106060606066,0.4871901515151515,1.2741060606060608,0,0,0,0,0.19237156282002335,0.10812071209457691,0.20149238023540564,0.32584583018738333,0,0,0,0
CDRS_5632,CDRS,5632,Herbarium,2014,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Academy Bay,7.955,3.425,4.715,9.11,23.87083435,182.3141632,279,86.23344421,0.7519086823987783,0.4704961919789221,0.3038091506192663,2.6167282370675538,0,0,0,0,0.5653666666666669,0.2213666666666667,0.09230000000000002,6.847266666666668,0,0,0,0,0.37595434119938914,0.23524809598946106,0.15190457530963314,1.3083641185337769,0,0,0,0
CDRS_57135,CDRS,57135,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Punta Suarez,5.783125,3.225625,4.9425,10.305,23.64365005,179.6233673,471.0172119,80.98109436,0.8281362106159429,0.999079367884921,0.7477655604086973,2.021372471037109,0,0,0,0,0.6858095833333333,0.9981595833333334,0.5591533333333333,4.085946666666667,0,0,0,0,0.20703405265398572,0.24976984197123026,0.18694139010217434,0.5053431177592772,0,0,0,0
CDRS_57136,CDRS,57136,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Punta Suarez,6.154186046511628,3.073953488372093,5.0341860465116275,9.47906976744186,23.64365005,179.6233673,471.0172119,80.98109436,0.8918846619809396,0.48382966077154,0.6911385794405783,1.6214511636090037,0,0,0,0,0.7954582502768549,0.23409114064230346,0.4776725359911406,2.629103875968992,0,0,0,0,0.13601113585367167,0.07378333155216896,0.10539764526639551,0.24726898431451133,0,0,0,0
CDRS_57138,CDRS,57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Punta Suarez,4.68,5.08,5.26,11.61,23.64365005,179.6233673,471.0172119,80.98109436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDRS_57138,CDRS,57138,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Playa Negra,6.813,3.7653333333333334,5.445,10.701333333333332,23.75833321,170.8379669,381,68.66218567,1.3062136647314,0.7743060667833304,0.9055223297385727,3.4746240018199073,0,0,0,0,1.7061941379310341,0.5995498850574713,0.8199706896551724,12.073011954022988,0,0,0,0,0.23848089636495934,0.14136829973011056,0.16532500210748247,0.6343766482152116,0,0,0,0
CDRS_57139,CDRS,57139,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Mina,7.056129032258065,3.8529032258064517,5.083548387096775,10.096451612903225,23.22500038,172.5148315,428,63.65643311,0.709406688340592,0.620978762644838,0.7612907827591101,1.7742031984097288,0,0,0,0,0.5032578494623657,0.385614623655914,0.5795636559139785,3.1477969892473117,0,0,0,0,0.1274132025192262,0.1115310782170391,0.13673186096764986,0.3186563013072494,0,0,0,0
CDRS_57140,CDRS,57140,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Botadero,7.384,3.608,5.332,12.234666666666666,23.22500038,172.5148315,428,63.65643311,1.2991233118185297,0.6258808964585227,0.8982680653576522,1.734187146034494,0,0,0,0,1.687721379310345,0.3917268965517241,0.8068855172413794,3.0074050574712636,0,0,0,0,0.2371863809546088,0.11426969510062938,0.16400056069430366,0.316617806272866,0,0,0,0
CDRS_57141,CDRS,57141,Herbarium,2016,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Cementery,6.288181818181818,3.2196969696969697,4.994545454545454,10.540909090909091,23.52083397,172.30336,405,66.9630661,0.8911244811523757,0.6943678998218671,0.523307336258358,2.7241264237783223,0,0,0,0,0.7941028409090909,0.4821467803030304,0.27385056818181813,7.420864772727272,0,0,0,0,0.155124860843743,0.12087393637187144,0.09109611444027513,0.4742095423783083,0,0,0,0
CDRS_57142,CDRS,57142,Herbarium,2016,South America,island,Galapagos,Galapagos,Seymour Norte,1,Ecuador,Tourist Trail,5.822666666666667,3.446,4.753666666666667,9.1033333333333335,24.38041878,154.809433,119.1609955,110.5748062,1.0664020505106568,0.8471070444917728,0.786403789118688,2.0162911211076318,0,0,0,0,1.1372133333333334,0.7175903448275862,0.61843091954023,4.065429885057471,0,0,0,0,0.19469748614481677,0.15465987896322544,0.14357703153594703,0.36812270984267687,0,0,0,0
CDRS_57144,CDRS,57144,Herbarium,2016,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Loberia,6.749333333333333,3.6856666666666666,5.230666666666667,9.438333333333333,24,173.5196991,546,85.71057892,1.1816322239358903,0.5074797997225474,0.5642323642964309,1.3477006813223706,0,0,0,0,1.396254712643678,0.2575357471264368,0.3183581609195402,1.8162971264367818,0,0,0,0,0.215735541241561,0.09265271126208105,0.10301426453320923,0.24605535464178124,0,0,0,0
CDRS_57145,CDRS,57145,Herbarium,2017,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Academy Bay,7.1651612903225805,3.3496774193548386,3.6493548387096775,10.448709677419355,23.77499962,184.0392761,275,85.82701111,0.9270558090634455,0.45651202153552495,0.42557361669375887,2.499579620570205,0,0,0,0,0.8594324731182795,0.2084032258064516,0.18111290322580642,6.247898279569892,0,0,0,0,0.1665041385825163,0.08199197950674153,0.0764352779609095,0.44893775269248315,0,0,0,0
CDRS_6215,CDRS,6215,Herbarium,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Loberia,6.958,3.644,5.208,8.04,22.29166603,177.8001099,583,69.85607147,0.7491461806616915,0.5673006257708518,0.4508547437922776,1.0978387859790708,0,0,0,0,0.5612199999999997,0.32183000000000006,0.20327000000000026,1.2052500000000002,0,0,0,0,0.3350283570087761,0.25370455258035873,0.2016283710195568,0.490968430757009,0,0,0,0
CDRS_9051,CDRS,9051,Herbarium,1998,South America,island,Galapagos,Galapagos,Fernandina,1,Ecuador,Cabo Douglas,5.166666666666667,3.216,4.529333333333334,0.538,24.48333359,128.3874512,223,93.84077454,0.8637845851390319,0.9126006793773497,0.8514900105669111,1.4612919919421599,0,0,0,0,0.7461238095238095,0.8328400000000001,0.7250352380952383,2.1353742857142857,0,0,0,0,0.2230282208636102,0.23563248219773664,0.21985377535917494,0.37730396991588316,0,0,0,0
CDRS_92,CDRS,92,Herbarium,1963,South America,island,Galapagos,Galapagos,Darwin,1,Ecuador,Culpepper,4.5,1.91,3.21,7.61,24.950000760000002,122.3445053,790,75.03526306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDRS_9431,CDRS,9431,Herbarium,1999,South America,island,Galapagos,Galapagos,Espanola,0,Ecuador,Punta Cevallos,6.21375,2.9,4.89,6.53,23.762500760000002,180.6569672,497,78.00688934,0.5879489166342843,0.2687005768508881,0.48966460824877744,1.122535395560298,0,0,0,0,0.34568392857142854,0.07220000000000001,0.2397714285714287,1.2600857142857145,0,0,0,0,0.20787133297169325,0.09500000000000001,0.17312258249988238,0.39687619516130507,0,0,0,0
CDRS_9780,CDRS,9780,Herbarium,1999,South America,island,Galapagos,Galapagos,Daphne Mayor,1,Ecuador,Crater,5.6,2.8600000000000003,4.76,6.6625,24.35833359,164.7012787,137,102.7628937,0.5952030465871848,0.23508863576673944,0.5083961709795489,0.78788218239362,0,0,0,0,0.35426666666666645,0.055266666666666686,0.25846666666666673,0.6207583333333334,0,0,0,0,0.2976015232935924,0.11754431788336972,0.25419808548977446,0.39394109119681,0,0,0,0
CDRS_9850,CDRS,9850,Herbarium,1999,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,Ecuador,NA,5.876,2.81,4.564,5.52,24.19918251,157.9533844,159.1986084,104.7648544,0.9303923903386139,0.396042926966257,0.4111933851608023,0.7075662513150269,0,0,0,0,0.8656299999999996,0.15684999999999996,0.1690799999999999,0.5006499999999998,0,0,0,0,0.4160841261091318,0.17711578134090702,0.18389127222356144,0.31643324730502004,0,0,0,0
CDRS_9961,CDRS,9961,Herbarium,1999,South America,island,Galapagos,Galapagos,Plaza Norte,1,Ecuador,NA,7.0600000000000005,2.81,4.4399999999999995,5.855,24.44219017,168.9272461,189.1096039,107.4477463,0.5374011537017765,0.8061017305526639,0.5798275605729686,2.100107140124046,0,0,0,0,0.2888000000000005,0.6497999999999996,0.3361999999999995,4.410449999999999,0,0,0,0,0.3800000000000003,0.5699999999999997,0.4099999999999997,1.4849999999999999,0,0,0,0
Daniel_1,Daniel,1,Natural Population,2018,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Dump,8.084,4.0896,NA,NA,23.22500038,172.5148315,428,63.65643311,1.1645880413787741,0.7141427285456975,NA,NA,0,0,0,0,1.3562653061224492,0.5099998367346938,NA,NA,0,0,0,0,0.16469762026953816,0.1009950332179453,NA,NA,0,0,0,0
Daniel_10,Daniel,10,Natural Population,2018,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Road Breeding Center,5.7829,3.2862,NA,NA,24.00833321,158.6710968,313,84.30728149,0.7839827031177912,0.5442737353482152,NA,NA,0,0,0,0,0.6146288787878788,0.296233898989899,NA,NA,0,0,0,0,0.07839827031177912,0.05442737353482152,NA,NA,0,0,0,0
Daniel_11,Daniel,11,Natural Population,2018,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Road Sierra Negra,4.4869,3.1322,NA,8.3986,24.09166718,160.2389221,338,85.93011475,0.6032080817586829,0.42779108466775245,NA,1.2102441693703587,0,0,0,0,0.36385998989898993,0.18300521212121212,NA,1.4646909494949496,0,0,0,0,0.06032080817586829,0.04277910846677525,NA,0.12102441693703588,0,0,0,0
Daniel_12,Daniel,12,Natural Population,2018,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Sierra Negra NW,6.1942990654205605,3.57607476635514,5.001775700934579,NA,24.04166603,159.5851593,329,81.97440338,1.1869050542605786,0.7714734212144156,0.7489814632113226,NA,0,0,0,0,1.408743607829307,0.5951712396402752,0.5609732322341738,NA,0,0,0,0,0.11474244249864245,0.07458115066168705,0.07240677101051979,NA,0,0,0,0
Daniel_13,Daniel,13,Natural Population,2018,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Loberia,6.047,3.2366,NA,NA,24,173.5196991,546,85.71057892,0.9033367848918672,0.39383830723394336,NA,NA,0,0,0,0,0.8160173469387755,0.15510861224489797,NA,NA,0,0,0,0,0.12775111325845856,0.05569714754723045,NA,NA,0,0,0,0
Daniel_14,Daniel,14,Natural Population,2018,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Park,5.8837,2.6865,NA,NA,23.91250038,169.3989868,551,87.18533325,1.1092363876272557,0.5916581305402161,NA,NA,0,0,0,0,1.2304053636363637,0.3500593434343434,NA,NA,0,0,0,0,0.11092363876272557,0.05916581305402161,NA,NA,0,0,0,0
Daniel_15,Daniel,15,Natural Population,2018,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,Playa Oro,7.2432,3.282,4.6888,NA,23.81997681,170.223053,542.3508301,86.84463501,1.201739283756027,0.4784797353523524,0.5955845696388018,NA,0,0,0,0,1.444177306122449,0.22894285714285717,0.35472097959183674,NA,0,0,0,0,0.16995159935243026,0.0676672531055986,0.08422837759233366,NA,0,0,0,0
Daniel_16,Daniel,16,Natural Population,2018,South America,island,Galapagos,Galapagos,San Cristobal,0,Ecuador,USFQ,7.2387,3.114,NA,NA,23.81997681,170.223053,542.3508301,86.84463501,1.1437115329955674,0.455300988247324,NA,NA,0,0,0,0,1.3080760707070709,0.2072989898989899,NA,NA,0,0,0,0,0.11437115329955674,0.0455300988247324,NA,NA,0,0,0,0
Daniel_18,Daniel,18,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Academy Bay,6.8806,3.0189,NA,NA,23.77499962,184.0392761,275,85.82701111,0.7180146871123814,0.37296761036829773,NA,NA,0,0,0,0,0.5155450909090908,0.13910483838383836,NA,NA,0,0,0,0,0.07180146871123813,0.03729676103682977,NA,NA,0,0,0,0
Daniel_19,Daniel,19,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Close to Itabaca,6.8936,2.8803,NA,NA,24.60833359,154.2553101,144,109.1805267,1.002177951495964,0.37160708857989816,NA,NA,0,0,0,0,1.0043606464646464,0.13809182828282826,NA,NA,0,0,0,0,0.10021779514959639,0.03716070885798982,NA,NA,0,0,0,0
Daniel_2,Daniel,2,Natural Population,2018,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Heliport,7.9030000000000005,3.8930000000000002,6.2808,12.8732,23.52083397,172.30336,405,66.9630661,1.3550920595280302,0.8269695105797864,1.0705517173830683,2.3497611168206967,0,0,0,0,1.8362744897959185,0.6838785714285714,1.1460809795918367,5.5213773061224485,0,0,0,0,0.191638956884863,0.11695114975309746,0.15139887579449438,0.33230640397447797,0,0,0,0
Daniel_20,Daniel,20,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Dump,7.0786999999999995,3.0846,NA,12.4892,22.32083321,170.2732544,239,97.56349945,0.8086572671766301,0.41287711870666205,NA,1.425999334154859,0,0,0,0,0.6539265757575757,0.17046751515151512,NA,2.033474101010101,0,0,0,0,0.08086572671766301,0.041287711870666204,NA,0.14259993341548588,0,0,0,0
Daniel_21,Daniel,21,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,El Garrapatero,7.1783,3.3854,NA,13.2672,24.012500760000002,178.5564117,268,93.68759155,1.2941039995364212,1.0246708463864596,NA,1.7914127825757407,0,0,0,0,1.6747051616161617,1.0499503434343436,NA,3.2091597575757578,0,0,0,0,0.12941039995364212,0.10246708463864596,NA,0.17914127825757406,0,0,0,0
Daniel_22,Daniel,22,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,El Garrapatero Alto,5.9757,3.3118,NA,10.91656,23.69583321,181.7272797,278,89.30532074,1.0618720414076417,0.6256768133369454,NA,1.7894016624265636,0,0,0,0,1.1275722323232322,0.39147147474747473,NA,3.2019583094949495,0,0,0,0,0.10618720414076417,0.06256768133369453,NA,0.17894016624265635,0,0,0,0
Daniel_23,Daniel,23,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Itabaca Channel,6.779,2.9357,4.711,12.0592,24.60833359,154.2553101,144,109.1805267,0.8715370145190436,0.44855155216484865,0.5522451878239841,1.9726763238777614,0,0,0,0,0.7595767676767677,0.20119849494949493,0.30497474747474745,3.891451878787879,0,0,0,0,0.08715370145190436,0.044855155216484865,0.05522451878239841,0.19726763238777614,0,0,0,0
Daniel_24,Daniel,24,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Mine,7.1629,2.9282,4.6801,11.8725,22.81666756,167.8247528,231,96.95592499,0.8974636482888875,0.47866476744790776,0.6831263470695638,1.4108872307090237,0,0,0,0,0.805441,0.2291199595959596,0.4666616060606061,1.9906027777777777,0,0,0,0,0.08974636482888874,0.047866476744790776,0.06831263470695638,0.14108872307090237,0,0,0,0
Daniel_25,Daniel,25,Natural Population,2018,South America,island,Galapagos,Galapagos,Santa Cruz,1,Ecuador,Tortuga Bay,7.183645833333333,3.1894791666666666,NA,NA,23.75416756,184.9749146,277,84.71658325,0.9338332092613211,0.4300535334893398,NA,NA,0,0,0,0,0.8720444627192983,0.18494604166666667,NA,NA,0,0,0,0,0.0953089528148293,0.04389215496374166,NA,NA,0,0,0,0
Daniel_3,Daniel,3,Natural Population,2018,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Mine,7.5136,3.5898,5.7812,13.1864,23.22500038,172.5148315,428,63.65643311,1.3310587469210748,0.5485062833342412,0.6847720907911847,2.1072389905431486,0,0,0,0,1.7717173877551018,0.3008591428571429,0.4689128163265306,4.440456163265307,0,0,0,0,0.1882401332211121,0.07757050249381435,0.09684139779314738,0.29800859595875107,0,0,0,0
Daniel_4,Daniel,4,Natural Population,2018,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,Playa Negra,7.1922,3.3810000000000002,NA,NA,23.75833321,170.8379669,381,68.66218567,1.0951214451337516,0.5408657081806114,NA,NA,0,0,0,0,1.1992909795918367,0.29253571428571434,NA,NA,0,0,0,0,0.15487356001537747,0.07648996199315493,NA,NA,0,0,0,0
Daniel_5,Daniel,5,Natural Population,2018,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,West of Cementery,NA,3.5096,NA,NA,23.52083397,172.30336,405,66.9630661,NA,0.6207794968211091,NA,NA,0,0,0,0,NA,0.3853671836734694,NA,NA,0,0,0,0,NA,0.08779147836475582,NA,NA,0,0,0,0
Daniel_6,Daniel,6,Natural Population,2018,South America,island,Galapagos,Galapagos,Floreana,0,Ecuador,West of Cementery II,6.2252,3.3869,NA,NA,23.52083397,172.30336,405,66.9630661,0.859604654254595,0.512288773914467,NA,NA,0,0,0,0,0.7389201616161617,0.2624397878787879,NA,NA,0,0,0,0,0.0859604654254595,0.0512288773914467,NA,NA,0,0,0,0
Daniel_7,Daniel,7,Natural Population,2018,South America,island,Galapagos,Galapagos,Isabela,1,Ecuador,Airport,6.4955,4.0038,NA,NA,24.20416641,158.5797577,355,83.2046814,1.1299417836080912,0.8167906894076538,NA,NA,0,0,0,0,1.2767684343434342,0.6671470303030304,NA,NA,0,0,0,0,0.11299417836080912,0.08167906894076538,NA,NA,0,0,0,0
