ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,length,length_log,length_sqr
4573,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,6.68,1.8991179875485542,2.584569596664017
4574,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,5.78,1.7544036826842861,2.4041630560342617
4575,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.49,1.7029282555214393,2.3430749027719964
4576,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.73,1.7457155307266483,2.3937418407171647
4577,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,5.34,1.6752256529721035,2.3108440016582685
4578,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,6.57,1.8825138324965192,2.563201123595259
4579,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,6.21,1.8261608959453874,2.4919871588754225
4580,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.33,1.4655675420143985,2.080865204668481
4581,Florida_273,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,5.8,1.7578579175523736,2.4083189157584592
4582,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.57,1.8825138324965192,2.563201123595259
4583,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,7.06,1.9544450515051506,2.6570660511172846
4584,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,7.23,1.9782390361706734,2.6888659319497505
4585,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,6.97,1.9416152247724325,2.640075756488817
4586,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,7.25,1.9810014688665833,2.692582403567252
4587,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,7.21,1.9754689512968577,2.6851443164195103
4588,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,6.3,1.840549633397487,2.5099800796022267
4589,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,6.64,1.8931119634883424,2.5768197453450252
4590,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,6.69,1.900613874140137,2.5865034312755126
4591,Florida_274,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,7.24,1.979621206397625,2.6907248094147422
4592,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,5.96,1.7850704810772584,2.4413111231467406
4593,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.08,1.6253112615903906,2.253885533916929
4594,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,5.8,1.7578579175523736,2.4083189157584592
4595,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.22,1.4398351280479205,2.0542638584174138
4596,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,6.59,1.8855533485144158,2.567099530598687
4597,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,4.75,1.55814461804655,2.179449471770337
4598,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,4.76,1.5602476682433286,2.181742422927143
4599,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.28,1.4539530095937054,2.06881608655772
4600,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.73,1.5539252025038417,2.1748563170931545
4601,Florida_275,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,6.07,1.803358605071407,2.463736998950984
4602,Florida_276,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,5.61,1.724550719534605,2.3685438564654024
4603,Florida_276,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,6.08,1.8050046959780757,2.4657656011875906
4604,Florida_276,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.04,1.7984040119467235,2.4576411454889016
4605,Florida_276,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.42,1.4861396960896067,2.1023796041628637
4606,Florida_276,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.62,1.7263316639055997,2.3706539182259396
4607,Florida_277,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,7.2,1.9740810260220096,2.6832815729997477
4608,Florida_277,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,7.23,1.9782390361706734,2.6888659319497505
4609,Florida_277,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,7.76,2.048982334195127,2.7856776554368237
4610,Florida_277,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,6.4,1.8562979903656263,2.5298221281347035
4611,Florida_277,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,6.71,1.9035989509835904,2.5903667693977237
4612,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,5.73,1.7457155307266483,2.3937418407171647
4613,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.14,1.6370530794670737,2.2671568097509267
4614,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,5.08,1.6253112615903906,2.253885533916929
4615,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.13,1.6351056591826783,2.264950330581225
4616,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.72,1.7439688053917064,2.3916521486202797
4617,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,5.57,1.7173950539391927,2.360084744241189
4618,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,5.3,1.667706820558076,2.3021728866442674
4619,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.9,1.589235205116581,2.2135943621178655
4620,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.01,1.3887912413184778,2.0024984394500787
4621,Florida_278,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,3.69,1.3056264580524357,1.9209372712298547
4622,Florida_279,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.15,1.8164520818184267,2.479919353527449
4623,Florida_279,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.47,1.6992786164338898,2.3388031127052997
4624,Florida_279,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.91,1.9329696377795786,2.6286878856189833
4625,Florida_279,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.8,1.7578579175523736,2.4083189157584592
4626,Florida_279,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.71,1.742219023667919,2.3895606290697042
4627,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,4.48,1.4996230464268938,2.1166010488516727
4628,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,6.07,1.803358605071407,2.463736998950984
4629,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.77,1.9125010869241836,2.6019223662515376
4630,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.36,1.6789639750827108,2.3151673805580453
4631,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.84,1.7647307968401356,2.4166091947189146
4632,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,5.46,1.6974487897568136,2.3366642891095846
4633,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,5.6,1.7227665977411035,2.3664319132398464
4634,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,5.92,1.7783364488959144,2.4331050121192876
4635,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,5.55,1.713797927758343,2.355843797877949
4636,Florida_280,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,5.63,1.728109442151599,2.3727621035409343
4637,Florida_281,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,7.57,2.0241930674493576,2.751363298439521
4638,Florida_281,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,7.94,2.0719132752590443,2.817800560721074
4639,Florida_281,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.94,1.937301774518713,2.6343879744638983
4640,Florida_281,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.53,1.7101878155342434,2.3515952032609695
4641,Florida_281,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.08,1.6253112615903906,2.253885533916929
4642,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,5.74,1.747459210331475,2.3958297101421877
4643,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,6.92,1.9344157696295783,2.630589287593181
4644,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,5.55,1.713797927758343,2.355843797877949
4645,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.98,1.3812818192963463,1.9949937343260002
4646,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,6.89,1.9300710850255671,2.6248809496813372
4647,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,6.44,1.8625285401162623,2.5377155080899043
4648,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,6.32,1.843719208158766,2.513961017995307
4649,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,6.28,1.8373699804801074,2.5059928172283334
4650,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,7.16,1.9685099809725544,2.6758176320519302
4651,Florida_282,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,5.21,1.6505798557652755,2.2825424421026654
4652,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,7.07,1.9558604799084813,2.658947160061666
4653,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,7.79,2.052840859882657,2.7910571473905725
4654,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.83,1.9213246735826988,2.613426869074396
4655,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,8.4,2.128231705849268,2.898275349237888
4656,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,6.32,1.843719208158766,2.513961017995307
4657,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,7.86,2.0617866064411152,2.8035691537752374
4658,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,7.28,1.9851308622085946,2.6981475126464085
4659,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,7.6,2.028148247292285,2.756809750418044
4660,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,7.09,1.958685340544036,2.6627053911388696
4661,Florida_283,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,6.35,1.8484548129046001,2.5199206336708304
4662,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.71,1.9035989509835904,2.5903667693977237
4663,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.85,1.5789787049493917,2.202271554554524
4664,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.7,1.9021075263969205,2.588435821108957
4665,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,6.47,1.8671761085128091,2.5436194683953808
4666,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,6.28,1.8373699804801074,2.5059928172283334
4667,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,6.29,1.8389610707123492,2.5079872407968904
4668,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,6.25,1.8325814637483102,2.5
4669,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,6.62,1.890095369948917,2.5729360660537215
4670,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,4.73,1.5539252025038417,2.1748563170931545
4671,Florida_284,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,6.14,1.814824742159051,2.477902338672773
4672,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,7.45,2.0082140323914683,2.7294688127912363
4673,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.78,1.7544036826842861,2.4041630560342617
4674,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,7,1.9459101490553132,2.6457513110645907
4675,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,7.68,2.038619547159581,2.7712812921102037
4676,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,8.16,2.0992441689760155,2.85657137141714
4677,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,7.88,2.064327903869788,2.80713376952364
4678,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,6.58,1.884034745337226,2.565151067676132
4679,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,7.38,1.998773638612381,2.716615541441225
4680,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,7.05,1.9530276168241774,2.6551836094703507
4681,Florida_285,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,7.74,2.046401687601636,2.7820855486487113
4682,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.45,1.864080130807681,2.539685019840059
4683,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,6.19,1.8229350866965048,2.487971060924946
4684,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,5.61,1.724550719534605,2.3685438564654024
4685,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.05,1.3987168811184478,2.0124611797498106
4686,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.17,1.6428726885203377,2.2737634001804143
4687,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,5.85,1.766441661243765,2.4186773244895647
4688,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,5.68,1.7369512327330598,2.3832750575625967
4689,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,4.61,1.5282278570085572,2.147091055358389
4690,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,5.07,1.623340817603092,2.2516660498395407
4691,Florida_286,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.26,1.449269160281279,2.0639767440550294
4692,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,8.23,2.1077860146889784,2.8687976575562106
4693,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.95,1.599387576580599,2.224859546128699
4694,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,7.78,2.0515563381903004,2.7892651361962706
4695,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,6.16,1.8180767775454285,2.4819347291981715
4696,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,6.42,1.8594181177018698,2.5337718918639855
4697,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,7.73,2.0451088625993306,2.7802877548915688
4698,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,8.08,2.089391872533004,2.842534080710379
4699,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,6.57,1.8825138324965192,2.563201123595259
4700,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,5.78,1.7544036826842861,2.4041630560342617
4701,Florida_287,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,5.97,1.7867469274045107,2.4433583445741234
4702,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.32,1.843719208158766,2.513961017995307
4703,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,6.3,1.840549633397487,2.5099800796022267
4704,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.5,1.8718021769015913,2.5495097567963922
4705,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.88,1.5851452198650557,2.209072203437452
4706,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,6.12,1.8115620965242347,2.4738633753705965
4707,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,6.52,1.8748743759385615,2.553429066960741
4708,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,6.81,1.918392120161421,2.6095976701399777
4709,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,6.01,1.7934247485471162,2.4515301344262523
4710,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,7.25,1.9810014688665833,2.692582403567252
4711,Florida_288,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,6.59,1.8855533485144158,2.567099530598687
4712,Florida_289,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.5,1.8718021769015913,2.5495097567963922
4713,Florida_289,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,8.12,2.0943301541735866,2.8495613697550013
4714,Florida_289,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.3,1.840549633397487,2.5099800796022267
4715,Florida_289,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,7.89,2.065596134857783,2.808914381037628
4716,Florida_289,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,7.42,2.004179057179289,2.723967694375247
4717,Florida_289,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,6.71,1.9035989509835904,2.5903667693977237
4718,Florida_289,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,6.84,1.922787731634459,2.615339366124404
4719,Florida_289,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,7.08,1.9572739077056285,2.6608269391300143
4720,Florida_289,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,6.51,1.873339456220478,2.5514701644346145
4721,Florida_289,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,6.35,1.8484548129046001,2.5199206336708304
4722,Florida_290,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,7.26,1.9823798288367047,2.694438717061496
4723,Florida_290,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,7.28,1.9851308622085946,2.6981475126464085
4724,Florida_290,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,7.31,1.9892432737616872,2.7037011669191546
4725,Florida_290,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,6.7,1.9021075263969205,2.588435821108957
4726,Florida_290,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,7.01,1.9473377010464987,2.6476404589747453
4727,Florida_290,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,6.32,1.843719208158766,2.513961017995307
4728,Florida_290,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,7.56,2.0228711901914416,2.749545416973504
4729,Florida_290,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,7.12,1.9629077254238845,2.6683328128252666
4730,Florida_290,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,6.02,1.7950872593207297,2.453568829277059
4731,Florida_290,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,5.64,1.7298840655099674,2.3748684174075834
4732,Florida_291,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,8.21,2.105352923464337,2.8653097563788807
4733,Florida_291,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,8.55,2.145931282948669,2.924038303442689
4734,Florida_291,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,9.43,2.2438960966453663,3.0708305065568173
4735,Florida_291,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,7.09,1.958685340544036,2.6627053911388696
4736,Florida_291,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,6.83,1.9213246735826988,2.613426869074396
4737,Florida_291,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,7.12,1.9629077254238845,2.6683328128252666
4738,Florida_291,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,7.49,2.0135687975291283,2.7367864366808017
4739,Florida_291,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,8.03,2.0831845279586703,2.8337254630609507
4740,Florida_291,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,7.78,2.0515563381903004,2.7892651361962706
4741,Florida_291,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,7.41,2.0028304393079956,2.72213151776324
4742,Florida_292,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.75,1.9095425048844386,2.598076211353316
4743,Florida_292,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.76,1.7509374747078,2.4
4744,Florida_292,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,7.16,1.9685099809725544,2.6758176320519302
4745,Florida_292,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,4.42,1.4861396960896067,2.1023796041628637
4746,Florida_292,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.66,1.297463147413275,1.9131126469708992
4747,Florida_292,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,6.27,1.8357763546448294,2.5039968051097827
4748,Florida_292,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,6.28,1.8373699804801074,2.5059928172283334
4749,Florida_292,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,5.45,1.6956156086751528,2.3345235059857505
4750,Florida_292,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,5.65,1.7316555451583497,2.3769728648009427
4751,Florida_292,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.18,1.430311246536665,2.0445048300260873
4752,Florida_293,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,5.64,1.7298840655099674,2.3748684174075834
4753,Florida_293,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.06,1.6213664832993742,2.2494443758403984
4754,Florida_293,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,7.09,1.958685340544036,2.6627053911388696
4755,Florida_293,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.52,1.7083778602890038,2.349468024894146
4756,Florida_293,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,6.42,1.8594181177018698,2.5337718918639855
4757,Florida_293,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,6.24,1.8309801823813363,2.4979991993593593
4758,Florida_293,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,7.09,1.958685340544036,2.6627053911388696
4759,Florida_293,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,5.88,1.7715567619105355,2.4248711305964283
4760,Florida_293,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,5.78,1.7544036826842861,2.4041630560342617
4761,Florida_293,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,5.09,1.6272778305624314,2.2561028345356955
4762,Florida_294,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,5.06,1.6213664832993742,2.2494443758403984
4763,Florida_294,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.28,1.6639260977181702,2.2978250586152114
4764,Florida_294,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,5.53,1.7101878155342434,2.3515952032609695
4765,Florida_294,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,3.77,1.3270750014599193,1.9416487838947598
4766,Florida_294,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.47,1.244154593958768,1.862793601019716
4767,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,7.95,2.0731719286662407,2.819574435974337
4768,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,6.41,1.8578592709325787,2.5317977802344327
4769,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,6.97,1.9416152247724325,2.640075756488817
4770,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,6.52,1.8748743759385615,2.553429066960741
4771,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,7.6,2.028148247292285,2.756809750418044
4772,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,7.68,2.038619547159581,2.7712812921102037
4773,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,6.73,1.9065751436566365,2.5942243542145698
4774,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,7.02,1.9487632180377197,2.649528259898354
4775,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,6.68,1.8991179875485542,2.584569596664017
4776,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,6.27,1.8357763546448294,2.5039968051097827
4777,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,11,5.51,1.706564623164823,2.3473389188611002
4778,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,12,6.23,1.8293763327993617,2.495996794869737
4779,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,13,5.23,1.6544112780768316,2.2869193252058544
4780,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,14,5.36,1.6789639750827108,2.3151673805580453
4781,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,15,4.73,1.5539252025038417,2.1748563170931545
4782,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,16,6.39,1.8547342683894434,2.5278449319529077
4783,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,17,5.74,1.747459210331475,2.3958297101421877
4784,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,18,5.24,1.6563214983329508,2.2891046284519194
4785,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,19,4.76,1.5602476682433286,2.181742422927143
4786,Florida_295,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,20,4.66,1.5390154481375546,2.1587033144922905
4787,Florida_296,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.56,1.8809906029559975,2.5612496949731396
4788,Florida_296,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,5.37,1.6808279085207734,2.3173260452512934
4789,Florida_296,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,7.02,1.9487632180377197,2.649528259898354
4790,Florida_296,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,6.13,1.81319474994812,2.4758836806279896
4791,Florida_296,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.89,1.7732559976634952,2.4269322199023193
