ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,length,width,depth,spine_length,tip_distance,spine_num,upper_spines,lower_spines,country,location,notes
518,Expedition_58,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,11,3.73,2.11,3.58,1.96,4.54,2,1,0,Ecuador,Punta Pitt,NA
519,Expedition_59,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,1,7.14,3.56,5.77,3.46,9.77,4,1,1,Ecuador,Punta Pitt,NA
520,Expedition_59,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,2,5.69,2.93,5.02,3.05,7.31,4,1,1,Ecuador,Punta Pitt,NA
521,Expedition_59,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,3,6.8,3.74,6.12,4.16,9.89,4,1,1,Ecuador,Punta Pitt,NA
522,Expedition_59,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,4,6.81,3.91,5.77,3.89,9.78,4,1,1,Ecuador,Punta Pitt,NA
523,Expedition_59,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,5,5.91,2.78,4.82,3.29,7.14,4,1,1,Ecuador,Punta Pitt,NA
524,Expedition_59,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,6,6.67,3.66,5.69,3.58,7.4,4,1,1,Ecuador,Punta Pitt,NA
525,Expedition_59,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,7,7.16,3.77,6.05,4.48,10.02,4,1,1,Ecuador,Punta Pitt,NA
526,Expedition_59,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,8,6.85,3.83,6.12,4.56,9.25,4,1,1,Ecuador,Punta Pitt,NA
527,Expedition_59,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,9,6.8,3.91,5.81,4.22,9.59,4,1,1,Ecuador,Punta Pitt,NA
528,Expedition_59,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,10,5.89,2.94,4.68,2.68,7.13,4,1,1,Ecuador,Punta Pitt,NA
529,Expedition_59,Natural Population,2017,South America,island,Galapagos,Galapagos,San Cristobal,0,11,6.06,3.38,5.45,2.3,5.97,4,1,1,Ecuador,Punta Pitt,NA
530,Expedition_60,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,1,5.69,3,4.76,4.23,8.21,2,1,0,Ecuador,Puerto Egas,NA
531,Expedition_60,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,2,6.5,4.67,5.45,2.68,9.34,2,1,0,Ecuador,Puerto Egas,NA
532,Expedition_60,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,3,7.62,3.9,6.05,5.06,10.96,2,1,0,Ecuador,Puerto Egas,NA
533,Expedition_60,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,4,6.91,3.78,5.63,3.98,9.77,2,1,0,Ecuador,Puerto Egas,NA
534,Expedition_60,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,5,7.22,3.78,5.79,4.22,10.69,2,1,0,Ecuador,Puerto Egas,NA
535,Expedition_60,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,6,6.89,3.46,5.86,5.46,10.89,2,1,0,Ecuador,Puerto Egas,NA
536,Expedition_60,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,7,6.66,3.67,5.19,4.24,8.08,2,1,0,Ecuador,Puerto Egas,NA
537,Expedition_60,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,8,4.72,2.76,3.61,2.91,4.78,2,1,0,Ecuador,Puerto Egas,NA
538,Expedition_60,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,9,4.63,1.88,3.73,2.6,4.65,2,1,0,Ecuador,Puerto Egas,NA
539,Expedition_61,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,1,9.09,4.19,5.54,5.32,12.65,2,1,0,Ecuador,Puerto Egas,NA
540,Expedition_61,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,2,7.09,3.99,5.78,5.7,11.65,4,1,1,Ecuador,Puerto Egas,NA
541,Expedition_61,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,3,9.18,3.75,6.12,6.23,12.7,2,1,0,Ecuador,Puerto Egas,NA
542,Expedition_61,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,4,7.59,4.38,5.65,5.71,13.87,2,1,0,Ecuador,Puerto Egas,NA
543,Expedition_61,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,5,7.33,4.18,6.2,6.05,14.08,2,1,0,Ecuador,Puerto Egas,NA
544,Expedition_62,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,1,4.63,2.16,3.43,2.48,5.01,2,1,0,Ecuador,Puerto Egas,NA
545,Expedition_62,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,2,4.06,2.27,3.7,2.49,5.21,2,1,0,Ecuador,Puerto Egas,NA
546,Expedition_62,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,3,6.27,3.29,4.38,4.79,10.64,2,1,0,Ecuador,Puerto Egas,NA
547,Expedition_62,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,4,7.59,2.96,4.47,5.02,10.07,2,1,0,Ecuador,Puerto Egas,NA
548,Expedition_62,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,5,5.85,3.49,4.23,2.88,6.85,2,1,0,Ecuador,Puerto Egas,NA
549,Expedition_62,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,6,6.5,4.43,5.46,4.19,9.76,2,1,0,Ecuador,Puerto Egas,NA
550,Expedition_63,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,1,7.89,3.38,4.87,4.68,9.71,2,1,0,Ecuador,Puerto Egas,NA
551,Expedition_63,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,2,7.78,3.29,5.59,3.99,8.1,2,1,0,Ecuador,Puerto Egas,NA
552,Expedition_63,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,3,6.36,3.07,4.48,4.18,9.05,2,1,0,Ecuador,Puerto Egas,NA
553,Expedition_63,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,4,6.95,3.12,5.31,4.04,7.98,2,1,0,Ecuador,Puerto Egas,NA
554,Expedition_63,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,5,6.59,3.05,4.5,4.1,9.93,2,1,0,Ecuador,Puerto Egas,NA
555,Expedition_64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,1,7.113,3.4,4.25,4.68,10.76,4,1,1,Ecuador,Puerto Egas,NA
556,Expedition_64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,2,5.82,3.45,3.48,4.28,8.53,4,1,1,Ecuador,Puerto Egas,NA
557,Expedition_64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,3,7.13,3.72,5.36,4.92,9.83,2,1,0,Ecuador,Puerto Egas,NA
558,Expedition_64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,5,8.01,3.78,6.33,5.53,8.97,4,1,1,Ecuador,Puerto Egas,NA
559,Expedition_64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,6,6.99,4.28,5.33,4.83,10.66,2,1,0,Ecuador,Puerto Egas,NA
560,Expedition_64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,7,7.52,4.06,5.57,4.71,10.7,2,1,0,Ecuador,Puerto Egas,NA
561,Expedition_64,Natural Population,2017,South America,island,Galapagos,Galapagos,Santiago,1,8,7,3.85,5.36,4.88,10.16,4,1,1,Ecuador,Puerto Egas,NA
562,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,1,6.95,3.64,5.37,4.85,8.92,2,1,0,Ecuador,Salvaje de corazon,NA
563,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,2,6.51,3.86,5.08,5.37,9.52,2,1,0,Ecuador,Salvaje de corazon,NA
564,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,3,6.57,3.55,5.3,5.06,10.28,2,1,0,Ecuador,Salvaje de corazon,NA
565,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,4,6.57,4.36,5.84,4.71,10.51,2,1,0,Ecuador,Salvaje de corazon,NA
566,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,5,6.41,3.31,4.73,3.67,7.6,2,1,0,Ecuador,Salvaje de corazon,NA
567,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,6,6.99,3.25,5.16,4.28,9.22,2,1,0,Ecuador,Salvaje de corazon,NA
568,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,7,6.08,4.47,5.34,4.03,8.84,2,1,0,Ecuador,Salvaje de corazon,NA
569,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,8,6.99,3.72,4.39,3.6,8.59,2,1,0,Ecuador,Salvaje de corazon,NA
570,Expedition_65,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,9,6.41,3.51,4.86,4.19,8.64,2,1,0,Ecuador,Salvaje de corazon,NA
571,Expedition_66,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,1,5.59,3.34,5.4,4.92,9.19,2,1,0,Ecuador,Salvaje de corazon,NA
572,Expedition_66,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,2,6.52,3.72,5.17,4.59,9.07,2,1,0,Ecuador,Salvaje de corazon,NA
573,Expedition_66,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,3,6.64,3.84,5.1,3.88,8.42,2,1,0,Ecuador,Salvaje de corazon,NA
574,Expedition_66,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,4,5.7,3.85,4.95,4.24,8.61,2,1,0,Ecuador,Salvaje de corazon,NA
575,Expedition_66,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,5,7.01,4.3,5.69,4.07,8.29,2,1,0,Ecuador,Salvaje de corazon,NA
576,Expedition_66,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,6,4.87,2.62,4.31,4.32,6.91,2,1,0,Ecuador,Salvaje de corazon,NA
577,Expedition_67,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,1,6.55,3.25,5.04,2.28,6.27,2,1,0,Ecuador,Salvaje de corazon,NA
578,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,2,6.57,2.93,5.19,3.27,7.07,2,1,0,Ecuador,Salvaje de corazon,NA
579,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,3,5.98,3.66,5.99,3.9,8.47,2,1,0,Ecuador,Salvaje de corazon,NA
580,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,4,6.36,3.06,5.14,3.31,6.89,2,1,0,Ecuador,Salvaje de corazon,NA
581,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,5,5.48,2.93,4.45,3.69,7.27,2,1,0,Ecuador,Salvaje de corazon,NA
582,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,6,5.8,3.89,5.13,4.7,9.14,2,1,0,Ecuador,Salvaje de corazon,NA
583,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,7,6.79,3.87,5.06,4.9,10.39,2,1,0,Ecuador,Salvaje de corazon,NA
584,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,8,5.95,3.11,3.17,4.8,7.8,2,1,0,Ecuador,Salvaje de corazon,NA
585,Expedition_68,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,9,5.46,3.1,5.08,4.26,7.82,2,1,0,Ecuador,Salvaje de corazon,NA
586,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,9.34,4.67,5.97,4.99,10.52,2,1,0,Ecuador,Playa Roja,NA
587,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,9.06,3.75,5.85,5.22,10.97,2,1,0,Ecuador,Playa Roja,NA
588,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,7.42,3.33,5.78,4.18,10.53,2,1,0,Ecuador,Playa Roja,NA
589,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,8.73,3.95,5.98,4.5,11.24,2,1,0,Ecuador,Playa Roja,NA
590,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,6.84,3.37,4.67,4.33,8.3,2,1,0,Ecuador,Playa Roja,NA
591,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,8.07,4.04,5.99,5.62,11.56,2,1,0,Ecuador,Playa Roja,NA
592,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,8.17,4.68,5.75,5.85,11.53,2,1,0,Ecuador,Playa Roja,NA
593,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,7.33,4.03,5.57,5.9,10.45,2,1,0,Ecuador,Playa Roja,NA
594,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,8.16,3.7,5.71,5.75,11.73,2,1,0,Ecuador,Playa Roja,NA
595,Expedition_69,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,6.53,2.89,4.6,3.16,7.42,2,1,0,Ecuador,Playa Roja,NA
596,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,8.47,3.98,5.9,5.28,11.17,2,1,0,Ecuador,Playa Roja,NA
597,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,5.26,2.64,3.96,3.96,2.91,2,1,0,Ecuador,Playa Roja,NA
598,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,7.82,3.87,5.93,4.9,10.52,2,1,0,Ecuador,Playa Roja,NA
599,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,5.91,2.8,4.63,4.83,8.82,2,1,0,Ecuador,Playa Roja,NA
600,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,6.81,3.06,5.37,3.92,7.93,2,1,0,Ecuador,Playa Roja,NA
601,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,6.78,3.58,5.25,4.83,11.27,2,1,0,Ecuador,Playa Roja,NA
602,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,8.25,3.96,6.05,4.49,10.5,2,1,0,Ecuador,Playa Roja,NA
603,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,6.85,3.26,5.4,3.63,8.85,2,1,0,Ecuador,Playa Roja,NA
604,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,5.12,2.04,3.78,4.05,7.06,2,1,0,Ecuador,Playa Roja,NA
605,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,4.59,1.64,3.02,2.94,3.94,2,1,0,Ecuador,Playa Roja,NA
606,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,11,8.39,4.46,6.04,5.68,11.63,2,1,0,Ecuador,Playa Roja,NA
607,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,12,6.56,3.42,4.99,4.58,9.77,2,1,0,Ecuador,Playa Roja,NA
608,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,13,7.32,3.44,5.4,5.31,10.45,2,1,0,Ecuador,Playa Roja,NA
609,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,14,9.23,4.41,6.5,4.83,11.57,2,1,0,Ecuador,Playa Roja,NA
610,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,15,9.6,4.19,6.23,5.18,11.75,2,1,0,Ecuador,Playa Roja,NA
611,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,16,8.84,4.26,6.35,4.09,10.86,2,1,0,Ecuador,Playa Roja,NA
612,Expedition_70,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,17,5.04,2.24,4.19,4.03,7.63,2,1,0,Ecuador,Playa Roja,NA
613,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,9.67,4.68,6.58,6,12.84,2,1,0,Ecuador,Playa Roja,NA
614,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,8.95,4.13,6.23,5.42,12.33,2,1,0,Ecuador,Playa Roja,NA
615,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,6.82,2.18,5.01,4.66,8.2,2,1,0,Ecuador,Playa Roja,NA
616,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,7.5,3.07,5.53,4.32,11.01,2,1,0,Ecuador,Playa Roja,NA
617,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,8.15,3.53,5.6,5.79,10.26,2,1,0,Ecuador,Playa Roja,NA
618,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,6.13,2.79,4.2,1.82,3.77,2,1,0,Ecuador,Playa Roja,NA
619,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,7.53,2.71,4.7,4.04,9.92,2,1,0,Ecuador,Playa Roja,NA
620,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,7.46,3,5.24,4.42,10.62,2,1,0,Ecuador,Playa Roja,NA
621,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,7.7,3.61,5.77,5.74,11.81,2,1,0,Ecuador,Playa Roja,NA
622,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,10.09,4.54,6.47,5.83,11.86,2,1,0,Ecuador,Playa Roja,NA
623,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,11,5,2.3,4.12,3.56,5.4,2,1,0,Ecuador,Playa Roja,NA
624,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,12,6.23,2.68,4.58,4.55,7.79,2,1,0,Ecuador,Playa Roja,NA
625,Expedition_71,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,13,7.6,3.4,5.5,5.28,11.81,2,1,0,Ecuador,Playa Roja,NA
626,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,7.25,3.03,5.24,5.9,10.25,2,1,0,Ecuador,Playa Roja,NA
627,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,7.31,3.86,5.54,5.2,10.33,2,1,0,Ecuador,Playa Roja,NA
628,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,5.79,2.83,4.42,3.9,7.44,2,1,0,Ecuador,Playa Roja,NA
629,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,8.02,3.34,5.63,5.61,10.97,2,1,0,Ecuador,Playa Roja,NA
630,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,7.99,3.39,5.36,5.58,10.2,2,1,0,Ecuador,Playa Roja,NA
631,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,7.68,3.8,5.64,4.46,11.46,2,1,0,Ecuador,Playa Roja,NA
632,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,5.96,2.24,4.02,4.19,7.06,2,1,0,Ecuador,Playa Roja,NA
633,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,6.99,3.45,5.15,4.99,11.36,2,1,0,Ecuador,Playa Roja,NA
634,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,7.46,4.12,5.36,5.6,11.58,2,1,0,Ecuador,Playa Roja,NA
635,Expedition_72,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,6.54,2.96,5.05,4.96,9.01,2,1,0,Ecuador,Playa Roja,NA
636,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,8.37,3.88,5.39,3.68,8.76,2,1,0,Ecuador,Playa Roja,NA
637,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,8.11,3.45,5.7,4.43,9.67,4,1,1,Ecuador,Playa Roja,NA
638,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,6.25,2.48,4.32,3.04,5.42,2,1,0,Ecuador,Playa Roja,NA
639,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,9.01,3.7,5.43,4.44,9.18,2,1,0,Ecuador,Playa Roja,NA
640,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,5.86,2.77,4.47,3.58,7.25,4,1,1,Ecuador,Playa Roja,NA
641,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,7.71,3.68,5.71,4.58,9.98,4,1,1,Ecuador,Playa Roja,NA
642,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,7.23,3.47,5.42,4,8.37,2,1,0,Ecuador,Playa Roja,NA
643,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,6.3,2.99,4.52,3.39,5.06,2,1,0,Ecuador,Playa Roja,NA
644,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,8.87,4.11,5.52,4.81,8.87,2,1,0,Ecuador,Playa Roja,NA
645,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,8.5,3.94,5.43,3.91,7.7,2,1,0,Ecuador,Playa Roja,NA
646,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,11,7.49,3.26,4.85,4.61,7.94,2,1,0,Ecuador,Playa Roja,NA
647,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,12,8.71,3.32,5.32,4.54,9.08,2,1,0,Ecuador,Playa Roja,NA
648,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,13,8.66,4.29,6.17,4.58,8.99,4,1,1,Ecuador,Playa Roja,NA
649,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,14,6.41,2.74,4.57,2.84,5.28,2,1,0,Ecuador,Playa Roja,NA
650,Expedition_73,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,15,4.89,2.3,4.07,3.65,5.9,2,1,0,Ecuador,Playa Roja,NA
651,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,7.79,3.45,5.32,4.92,9.96,2,1,0,Ecuador,Playa Roja,NA
652,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,8.06,3.06,5.21,5.7,10.81,2,1,0,Ecuador,Playa Roja,NA
653,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,7.24,3.05,4.97,4.92,8.48,2,1,0,Ecuador,Playa Roja,NA
654,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,6.75,3,4.89,4.22,7.98,2,1,0,Ecuador,Playa Roja,NA
655,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,8.13,3.65,5.81,4.9,10.37,2,1,0,Ecuador,Playa Roja,NA
656,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,5.82,2.49,4.04,3.38,5.94,2,1,0,Ecuador,Playa Roja,NA
657,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,5.51,2.34,4.17,3.88,5.63,2,1,0,Ecuador,Playa Roja,NA
658,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,6.59,2.9,5.04,4.27,8.81,2,1,0,Ecuador,Playa Roja,NA
659,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,7.39,3.51,4.99,4.45,10.87,2,1,0,Ecuador,Playa Roja,NA
660,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,6.75,2.8,5.09,4.08,7.92,2,1,0,Ecuador,Playa Roja,NA
661,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,11,7.76,3.33,5.02,4.94,9.48,2,1,0,Ecuador,Playa Roja,NA
662,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,12,7.67,3.36,5.61,4.95,10.02,2,1,0,Ecuador,Playa Roja,NA
663,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,13,8.14,3.56,5.85,4.99,9.43,2,1,0,Ecuador,Playa Roja,NA
664,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,14,5.95,2.82,4.6,3.93,7.57,2,1,0,Ecuador,Playa Roja,NA
665,Expedition_74,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,15,6.73,3.08,4.77,4.76,10.06,2,1,0,Ecuador,Playa Roja,NA
666,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,6.15,2.8,4.86,3.35,7.23,4,1,1,Ecuador,Playa Roja,NA
667,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,7.45,3.23,5.15,4.15,8.7,4,1,1,Ecuador,Playa Roja,NA
668,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,8.18,3.69,5.44,5.16,10.3,4,1,1,Ecuador,Playa Roja,NA
669,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,7.15,2.91,4.87,4.05,9.89,4,1,1,Ecuador,Playa Roja,NA
670,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,6.86,3.39,4.81,4.02,8.52,4,1,1,Ecuador,Playa Roja,NA
671,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,8.04,4.43,5.46,3.97,8.93,4,1,1,Ecuador,Playa Roja,NA
672,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,7,9.23,4.59,6.35,4.98,10.45,4,1,1,Ecuador,Playa Roja,NA
673,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,8,7.45,3.73,5.22,3.25,8.32,4,1,1,Ecuador,Playa Roja,NA
674,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,9,7.14,3.04,5.21,3.34,7.28,4,1,1,Ecuador,Playa Roja,NA
675,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,10,8.54,4.03,6.14,3.69,8.9,4,1,1,Ecuador,Playa Roja,NA
676,Expedition_75,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,11,9.08,4.14,6.26,3.34,8.28,4,1,1,Ecuador,Playa Roja,NA
