ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,tip_distance,tip_distance_log,tip_distance_sqr
4284,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,12.33,2.5900171341906173,3.5114099732158874
4285,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,10.75,2.463853240590168,3.278719262151
4286,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,12.3,2.5877640352277083,3.5071355833500366
4287,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,7.94,2.190535589185423,2.817800560721074
4288,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,11.47,2.523325759691945,3.38673884437522
4289,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,12.58,2.60859812213055,3.5468295701936396
4290,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,9.38,2.3398808777377424,3.062678566222711
4291,Florida_241,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,11,13.68,2.6864860231863696,3.698648401781386
4292,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,9.69,2.3693087250369538,3.1128764832546763
4293,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,11.11,2.494031557565001,3.3331666624997918
4294,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,9.18,2.3204250111223765,3.0298514815086235
4295,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,10.33,2.427454075039915,3.2140317359976396
4296,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,6.16,1.9685099809725544,2.4819347291981715
4297,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,10.53,2.4449523342809676,3.24499614791759
4298,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,8.4,2.2407096892759584,2.898275349237888
4299,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,12.21,2.580974118534234,3.4942810419312296
4300,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,9.18,2.3204250111223765,3.0298514815086235
4301,Florida_242,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,9.16,2.318458442150336,3.026549190084311
4302,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,8.03,2.200552367428894,2.8337254630609507
4303,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,6.92,2.0693912058263346,2.630589287593181
4304,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,7.78,2.1724764076470255,2.7892651361962706
4305,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,8.97,2.299580583973747,2.9949958263743874
4306,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,8.12,2.21046980408624,2.8495613697550013
4307,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,8.79,2.281361456542419,2.9647934160747185
4308,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,7.84,2.179286876649552,2.8
4309,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,7.47,2.136530508663963,2.7331300737432898
4310,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,7.7,2.163323025660538,2.7748873851023217
4311,Florida_243,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,7.57,2.1482677326096886,2.751363298439521
4312,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,6.07,1.9558604799084813,2.463736998950984
4313,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,8.78,2.280339484046726,2.9631064780058107
4314,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,8.01,2.1983350716202463,2.8301943396169813
4315,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,9.48,2.349468678892896,3.0789608636681307
4316,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,6.64,2.033397603178429,2.5768197453450252
4317,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,11.48,2.5241273629412815,3.388214869219483
4318,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,8.62,2.263844264677615,2.9359836511806394
4319,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,10.11,2.4078456036515385,3.179622619116929
4320,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,9.27,2.329227023940467,3.0446674695276656
4321,Florida_244,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,6.69,2.0399207835175526,2.5865034312755126
4322,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,9.92,2.390595970316759,3.1496031496047245
4323,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,10.16,2.412335956953165,3.1874754901018454
4324,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,9.67,2.367436065313662,3.1096623610932426
4325,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,10,2.3978952727983707,3.1622776601683795
4326,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,10.05,2.402430427963762,3.170173496829472
4327,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,9.84,2.3832429960115,3.1368774282716245
4328,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,8.99,2.301584592660462,2.99833287011299
4329,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,10.38,2.431857428698185,3.2218007387174024
4330,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,3.63,1.5325568680981427,1.905255888325765
4331,Florida_245,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,4.64,1.7298840655099674,2.1540659228538015
4332,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,1,7.81,2.175887439948088,2.794637722496424
4333,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,2,10.8,2.468099531471619,3.286335345030997
4334,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,3,10.41,2.4344901638739844,3.2264531609803355
4335,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,4,8.46,2.247072383063787,2.9086079144497976
4336,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,5,8.5,2.2512917986064953,2.9154759474226504
4337,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,6,9.81,2.3804716316511167,3.132091952673165
4338,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,7,5.01,1.7934247485471162,2.238302928559939
4339,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,8,10.02,2.3997118037247684,3.1654383582688825
4340,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,9,10.32,2.4265710727750367,3.212475680841802
4341,Florida_246,Natural Population,2016,North_Central America,island,other,Boca Grande,NA,NA,10,7.71,2.1644717908644115,2.7766886753829643
4342,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,8.42,2.2428350885882717,2.9017236257093817
4343,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,8.11,2.209372711271867,2.8478061731796283
4344,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,8.51,2.252343876557299,2.9171904291629644
4345,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,9.17,2.3194422100604686,3.028200785945344
4346,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,7.89,2.1849270495258133,2.808914381037628
4347,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,8.42,2.2428350885882717,2.9017236257093817
4348,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,6.67,2.0373166153791646,2.582634314028992
4349,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,5.44,1.8625285401162623,2.3323807579381204
4350,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,5.22,1.827769906751088,2.2847319317591723
4351,Florida_247,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,6.52,2.017566137961748,2.553429066960741
4352,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.41,2.0028304393079956,2.5317977802344327
4353,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,8.97,2.299580583973747,2.9949958263743874
4354,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,7.01,2.080690761080268,2.6476404589747453
4355,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,8.89,2.2915241456346207,2.981610303175115
4356,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.51,1.506297153514587,1.8734993995195195
4357,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,8.27,2.2267833795777636,2.875760768909681
4358,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,6.66,2.0360119837525,2.5806975801127883
4359,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,8.02,2.199444334074532,2.831960451701259
4360,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,7.46,2.135349173618132,2.7313000567495327
4361,Florida_248,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,6.31,1.9892432737616872,2.511971337416094
4362,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,9.18,2.3204250111223765,3.0298514815086235
4363,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,11.54,2.5289235352047745,3.3970575502926055
4364,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,8.52,2.253394848803274,2.9189039038652846
4365,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,5.71,1.9035989509835904,2.3895606290697042
4366,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,5.3,1.840549633397487,2.3021728866442674
4367,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,7.31,2.1174596088673567,2.7037011669191546
4368,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,8.47,2.248128907197987,2.91032644217105
4369,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,8.11,2.209372711271867,2.8478061731796283
4370,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,5.84,1.922787731634459,2.4166091947189146
4371,Florida_249,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,3.99,1.6074359097634274,1.997498435543818
4372,Florida_250,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,9.55,2.3561258599220753,3.0903074280724887
4373,Florida_250,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,4.68,1.7369512327330598,2.1633307652783933
4374,Florida_250,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,8.68,2.2700619012884857,2.946183972531247
4375,Florida_250,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,8.53,2.254444717666111,2.9206163733020465
4376,Florida_250,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,7.37,2.124653884501384,2.7147743920996454
4377,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,10.5,2.4423470353692043,3.24037034920393
4378,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,10.2,2.4159137783010487,3.1937438845342623
4379,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,9.93,2.391511302188447,3.151190251317746
4380,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,7.84,2.179286876649552,2.8
4381,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,3.88,1.5851452198650557,1.969771560359221
4382,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,9.63,2.363680192353857,3.10322412983658
4383,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,9.24,2.3263016196113617,3.0397368307141326
4384,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,12.59,2.6093342281630525,3.5482389998420345
4385,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,10.02,2.3997118037247684,3.1654383582688825
4386,Florida_251,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,5.52,1.8748743759385615,2.349468024894146
4387,Florida_252,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,11,8.39,2.2396452932201716,2.896549671592048
4388,Florida_252,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,12,10.83,2.4706386779902956,3.2908965343808667
4389,Florida_252,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,13,12.2,2.580216829592325,3.492849839314596
4390,Florida_252,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,14,9.36,2.337952236831337,3.059411708155671
4391,Florida_252,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,15,7.99,2.196112848483529,2.826658805020514
4392,Florida_253,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.59,2.0268315914075385,2.567099530598687
4393,Florida_253,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,7.95,2.191653532286764,2.819574435974337
4394,Florida_253,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,9.95,2.3933394562625097,3.1543620591175006
4395,Florida_253,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,9.37,2.3389170222414357,3.0610455730027932
4396,Florida_253,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,6.25,1.9810014688665833,2.5
4397,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.97,2.075684492802124,2.640075756488817
4398,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,7.78,2.1724764076470255,2.7892651361962706
4399,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,9.83,2.382320061012899,3.1352830813181765
4400,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,9.05,2.307572634505085,3.0083217912982647
4401,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,8.83,2.285438934159075,2.971531591620725
4402,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,7.07,2.0881534822818573,2.658947160061666
4403,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,8.75,2.277267285009756,2.958039891549808
4404,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,10.49,2.4414770918606643,3.2388269481403293
4405,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,9.17,2.3194422100604686,3.028200785945344
4406,Florida_254,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,7.83,2.178155014615869,2.7982137159266447
4407,Florida_255,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,9.52,2.3532782073095637,3.0854497241083023
4408,Florida_255,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,8.98,2.300583090323373,2.9966648127543394
4409,Florida_255,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,7.54,2.1447610078004784,2.745906043549196
4410,Florida_255,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,7.39,2.127040520479115,2.7184554438136375
4411,Florida_255,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,7.99,2.196112848483529,2.826658805020514
4412,Florida_256,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,8.04,2.201659174404085,2.835489375751565
4413,Florida_256,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,10.41,2.4344901638739844,3.2264531609803355
4414,Florida_256,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,10.22,2.4176979000945504,3.1968734726291563
4415,Florida_256,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,7.86,2.1815467646169897,2.8035691537752374
4416,Florida_256,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,8,2.1972245773362196,2.8284271247461903
4417,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,6.58,2.0255131996542803,2.565151067676132
4418,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,6.31,1.9892432737616872,2.511971337416094
4419,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,7.14,2.096790180014449,2.6720778431774774
4420,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,6.76,2.048982334195127,2.6
4421,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,6.91,2.0681277817795625,2.6286878856189833
4422,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,6.83,2.057962510002712,2.613426869074396
4423,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,5.47,1.8671761085128091,2.3388031127052997
4424,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,7.1,2.0918640616783932,2.6645825188948455
4425,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,5.14,1.814824742159051,2.2671568097509267
4426,Florida_257,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,4.53,1.7101878155342434,2.1283796653792764
4427,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,8.25,2.224623551524334,2.8722813232690143
4428,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,9.56,2.3570732782781154,3.0919249667480613
4429,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,9.11,2.3135250330323798,3.018277654557314
4430,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,7.59,2.150598735996164,2.7549954627911823
4431,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,9.38,2.3398808777377424,3.062678566222711
4432,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,6,9.19,2.321406847234633,3.0315012782448236
4433,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,7,8.5,2.2512917986064953,2.9154759474226504
4434,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,8,9.14,2.316487998163037,3.023243291566195
4435,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,9,8.33,2.2332350148592526,2.8861739379323623
4436,Florida_258,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,10,8.76,2.278292400425001,2.9597297173897483
4437,Florida_259,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,1,8.28,2.2278615467981093,2.8774989139876315
4438,Florida_259,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,2,10.12,2.4087452888224363,3.181194744117373
4439,Florida_259,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,3,8.63,2.2648832258100344,2.9376861643136762
4440,Florida_259,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,4,9.62,2.362739015813793,3.1016124838541645
4441,Florida_259,Natural Population,2016,North_Central America,mainland,NA,NA,NA,NA,5,10.27,2.422144328051685,3.2046840717924128
4442,Florida_260,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,1,9.52,2.3532782073095637,3.0854497241083023
4443,Florida_260,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,2,7.52,2.1424163408412245,2.7422618401604177
4444,Florida_260,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,3,5.24,1.8309801823813363,2.2891046284519194
4445,Florida_260,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,4,4.04,1.6174060820832772,2.009975124224178
4446,Florida_260,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,5,2.83,1.3428648031925547,1.6822603841260722
4447,Florida_260,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,6,3.59,1.5238800240724537,1.8947295321496416
4448,Florida_260,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,7,6.85,2.060513531794317,2.6172504656604803
4449,Florida_260,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,8,6.39,2.0001277349601105,2.5278449319529077
4450,Florida_260,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,9,4.37,1.6808279085207734,2.090454496036687
4451,Florida_260,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,10,4.53,1.7101878155342434,2.1283796653792764
4452,Florida_261,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,1,9.34,2.336019869080283,3.056141357987225
4453,Florida_261,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,2,9.81,2.3804716316511167,3.132091952673165
4454,Florida_261,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,3,10.06,2.403334996094189,3.1717503054307414
4455,Florida_261,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,4,11.6,2.533696813957432,3.40587727318528
4456,Florida_261,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,5,6.49,2.0135687975291283,2.5475478405713994
4457,Florida_261,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,6,10.37,2.4309783077624445,3.2202484376209237
4458,Florida_261,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,7,9.8,2.379546134130174,3.1304951684997055
4459,Florida_261,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,8,10.32,2.4265710727750367,3.212475680841802
4460,Florida_261,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,9,8.85,2.2874714551839976,2.9748949561287032
4461,Florida_261,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,10,10.19,2.4150205223238337,3.1921779399024737
4462,Florida_262,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,1,5.58,1.884034745337226,2.3622023622035435
4463,Florida_262,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,2,12.91,2.6326080059353516,3.5930488446443363
4464,Florida_262,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,3,10.55,2.446685436967803,3.248076353782343
4465,Florida_262,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,4,8.11,2.209372711271867,2.8478061731796283
4466,Florida_262,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,5,10.29,2.4239173781615704,3.207802986469088
4467,Florida_262,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,6,11.87,2.554899021608035,3.4452866353904428
4468,Florida_262,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,7,12.5,2.6026896854443837,3.5355339059327378
4469,Florida_262,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,8,11.73,2.543961412569315,3.424908757908742
4470,Florida_262,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,9,11.84,2.552565298261815,3.4409301068170506
4471,Florida_262,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,10,10.92,2.4782176616372036,3.304542328371661
4472,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,1,7.59,2.150598735996164,2.7549954627911823
4473,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,2,8.32,2.2321626286975,2.8844410203711917
4474,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,3,7.9,2.186051276738094,2.8106938645110393
4475,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,4,6.67,2.0373166153791646,2.582634314028992
4476,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,5,8.09,2.2071749081893874,2.8442925306655784
4477,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,6,7.16,2.0992441689760155,2.6758176320519302
4478,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,7,7.5,2.1400661634962708,2.7386127875258306
4479,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,8,7.47,2.136530508663963,2.7331300737432898
4480,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,9,5.96,1.9401794743463283,2.4413111231467406
4481,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,10,5.71,1.9035989509835904,2.3895606290697042
4482,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,11,7.41,2.1294214739848565,2.72213151776324
4483,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,12,7.39,2.127040520479115,2.7184554438136375
4484,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,13,7.86,2.1815467646169897,2.8035691537752374
4485,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,14,9.7,2.3702437414678603,3.1144823004794873
4486,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,15,6.75,2.0476928433652555,2.598076211353316
4487,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,16,8.64,2.265921108622454,2.939387691339814
4488,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,17,7.66,2.1587147225743437,2.7676705006196096
4489,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,18,7.75,2.169053700369523,2.7838821814150108
4490,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,19,6.51,2.0162354657760435,2.5514701644346145
4491,Florida_263,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,20,7.97,2.1938856760707046,2.8231188426986207
4492,Florida_264,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,1,10.36,2.4300984132930052,3.2186953878862163
4493,Florida_264,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,2,11.18,2.4997952622817508,3.3436506994600976
4494,Florida_264,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,3,9.26,2.3282528397426234,3.043024810940588
4495,Florida_264,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,4,10.89,2.4756977107026903,3.3000000000000003
4496,Florida_264,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,5,10.19,2.4150205223238337,3.1921779399024737
4497,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,1,9.86,2.3850863145057892,3.1400636936215163
4498,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,2,5.13,1.81319474994812,2.264950330581225
4499,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,3,4.29,1.665818245870208,2.071231517720798
4500,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,4,7.11,2.0930978681273213,2.6664583251946765
4501,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,5,11.11,2.494031557565001,3.3331666624997918
4502,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,6,9.75,2.3749057545736716,3.122498999199199
4503,Florida_265,Natural Population,2016,North_Central America,island,other,Marathon,NA,NA,7,10.27,2.422144328051685,3.2046840717924128
