ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,depth,depth_log,depth_sqr
2583,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,37,4.64,1.534714366238164,2.1540659228538015
2584,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,38,3.8,1.33500106673234,1.9493588689617927
2585,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,39,3.83,1.3428648031925547,1.9570385790780926
2586,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,40,4.9,1.589235205116581,2.2135943621178655
2587,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,41,5.05,1.6193882432872684,2.247220505424423
2588,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,42,4.02,1.3912819026309295,2.004993765576342
2589,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,43,3.72,1.3137236682850553,1.9287301521985911
2590,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,44,5.22,1.6524974018945473,2.2847319317591723
2591,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,45,5.24,1.6563214983329508,2.2891046284519194
2592,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,46,3.31,1.1969481893889715,1.8193405398660252
2593,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,47,4.4,1.4816045409242156,2.0976176963403033
2594,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,48,3.31,1.1969481893889715,1.8193405398660252
2595,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,49,5.43,1.691939133945844,2.3302360395462087
2596,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,50,5.07,1.623340817603092,2.2516660498395407
2597,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,51,5.01,1.6114359150967734,2.238302928559939
2598,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,52,5.3,1.667706820558076,2.3021728866442674
2599,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,53,2.67,0.9820784724121582,1.6340134638368191
2600,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,54,5.42,1.6900958154515549,2.328089345364563
2601,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,55,3.2,1.1631508098056809,1.7888543819998317
2602,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,56,4.98,1.6054298910365616,2.23159136044214
2603,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,57,5.3,1.667706820558076,2.3021728866442674
2604,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,58,4.16,1.425515074273172,2.039607805437114
2605,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,59,4.46,1.4951487660319727,2.1118712081942874
2606,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,60,4.45,1.4929040961781488,2.1095023109728985
2607,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,61,4.58,1.5216989981260935,2.1400934559032696
2608,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,62,3.75,1.3217558399823195,1.9364916731037085
2609,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,63,5.34,1.6752256529721035,2.3108440016582685
2610,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,64,3.93,1.3686394258811698,1.982422760159901
2611,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,65,4.02,1.3912819026309295,2.004993765576342
2612,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,66,3.96,1.3762440252663892,1.98997487421324
2613,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,67,3.26,1.1817271953786161,1.8055470085267789
2614,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,68,4.73,1.5539252025038417,2.1748563170931545
2615,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,69,4.12,1.415853163361435,2.029778313018444
2616,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,70,4.32,1.463255402256019,2.078460969082653
2617,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,71,3.98,1.3812818192963463,1.9949937343260002
2618,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,72,5.35,1.6770965609079151,2.3130067012440754
2619,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,73,3.96,1.3762440252663892,1.98997487421324
2620,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,74,4.12,1.415853163361435,2.029778313018444
2621,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,75,3.64,1.2919836816486494,1.9078784028338913
2622,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,76,4.73,1.5539252025038417,2.1748563170931545
2623,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,77,5.24,1.6563214983329508,2.2891046284519194
2624,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,78,5.03,1.6154199841116479,2.2427661492005804
2625,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,79,2.48,0.9082585601768908,1.5748015748023623
2626,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,80,5.52,1.7083778602890038,2.349468024894146
2627,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,81,4.55,1.5151272329628591,2.1330729007701543
2628,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,82,2.72,1.000631880307906,1.6492422502470643
2629,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,83,4.19,1.4327007339340465,2.046948949045872
2630,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,84,5.12,1.6331544390514163,2.262741699796952
2631,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,85,3.36,1.2119409739751128,1.833030277982336
2632,Daniel_12,Natural Population,2019,South America,island,Galapagos,Galapagos,Santa Cruz,1,86,2.99,1.095273387402595,1.7291616465790582
2633,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,1,5.04,1.6174060820832772,2.244994432064365
2634,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,2,4.75,1.55814461804655,2.179449471770337
2635,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,3,4.48,1.4996230464268938,2.1166010488516727
2636,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,4,4.45,1.4929040961781488,2.1095023109728985
2637,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,5,4.87,1.5830939370944985,2.2068076490713913
2638,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,6,5.24,1.6563214983329508,2.2891046284519194
2639,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,7,4.79,1.5665304114228238,2.188606862823929
2640,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,8,4.27,1.451613827240533,2.0663978319771825
2641,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,9,5.01,1.6114359150967734,2.238302928559939
2642,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,10,5.07,1.623340817603092,2.2516660498395407
2643,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,11,5.37,1.6808279085207734,2.3173260452512934
2644,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,12,5.53,1.7101878155342434,2.3515952032609695
2645,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,13,5.08,1.6253112615903906,2.253885533916929
2646,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,14,5.13,1.6351056591826783,2.264950330581225
2647,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,15,4,1.3862943611198906,2
2648,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,16,4.55,1.5151272329628591,2.1330729007701543
2649,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,17,5.56,1.715598108262491,2.3579652245103193
2650,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,18,4.57,1.5195132049061133,2.137755832643195
2651,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,19,4.72,1.5518087995974639,2.172556098240043
2652,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,20,3.95,1.3737155789130306,1.9874606914351791
2653,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,21,6.01,1.7934247485471162,2.4515301344262523
2654,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,22,5.9,1.7749523509116738,2.4289915602982237
2655,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,23,4.22,1.4398351280479205,2.0542638584174138
2656,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,24,5.33,1.673351238177753,2.3086792761230392
2657,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,25,4.53,1.5107219394949427,2.1283796653792764
2658,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,26,5.26,1.6601310267496185,2.293468988235943
2659,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,27,5.54,1.7119945007591924,2.353720459187964
2660,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,28,4.26,1.449269160281279,2.0639767440550294
2661,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,29,5.21,1.6505798557652755,2.2825424421026654
2662,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,30,5.37,1.6808279085207734,2.3173260452512934
2663,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,31,4.93,1.5953389880545987,2.2203603311174516
2664,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,32,4.77,1.5623463049002497,2.1840329667841556
2665,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,33,5.21,1.6505798557652755,2.2825424421026654
2666,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,34,5.69,1.7387102481382397,2.3853720883753127
2667,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,35,4.78,1.5644405465033646,2.186321110907545
2668,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,36,5.25,1.6582280766035324,2.29128784747792
2669,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,37,5.02,1.6134299337036377,2.240535650240808
2670,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,38,6.05,1.80005827204275,2.4596747752497685
2671,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,39,5.68,1.7369512327330598,2.3832750575625967
2672,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,40,5.1,1.62924053973028,2.258317958127243
2673,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,41,4.59,1.5238800240724537,2.142428528562855
2674,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,42,4.14,1.4206957878372228,2.0346989949375804
2675,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,43,5.64,1.7298840655099674,2.3748684174075834
2676,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,44,4.97,1.6034198401085373,2.2293496809607953
2677,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,45,4.2,1.4350845252893227,2.04939015319192
2678,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,46,5.33,1.673351238177753,2.3086792761230392
2679,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,47,4.65,1.536867219599265,2.1563858652847827
2680,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,48,6.09,1.8066480817218056,2.467792535850613
2681,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,49,4.89,1.5871923034867805,2.211334438749598
2682,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,50,5.53,1.7101878155342434,2.3515952032609695
2683,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,51,4.35,1.4701758451005926,2.085665361461421
2684,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,52,4.01,1.3887912413184778,2.0024984394500787
2685,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,53,5.37,1.6808279085207734,2.3173260452512934
2686,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,54,4.5,1.5040773967762742,2.1213203435596424
2687,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,55,5.05,1.6193882432872684,2.247220505424423
2688,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,56,5.12,1.6331544390514163,2.262741699796952
2689,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,57,3.72,1.3137236682850553,1.9287301521985911
2690,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,58,5.42,1.6900958154515549,2.328089345364563
2691,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,59,3.06,1.1184149159642893,1.7492855684535902
2692,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,60,3.58,1.275362800412609,1.8920887928424501
2693,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,61,5.17,1.6428726885203377,2.2737634001804143
2694,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,62,5.48,1.7011051009599243,2.340939982143925
2695,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,63,5.32,1.6714733033535532,2.3065125189341593
2696,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,64,5.14,1.6370530794670737,2.2671568097509267
2697,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,65,4.46,1.4951487660319727,2.1118712081942874
2698,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,66,4.85,1.5789787049493917,2.202271554554524
2699,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,67,4.33,1.4655675420143985,2.080865204668481
2700,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,68,4.99,1.6074359097634274,2.233830790368868
2701,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,69,5.23,1.6544112780768316,2.2869193252058544
2702,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,70,4.98,1.6054298910365616,2.23159136044214
2703,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,71,5.09,1.6272778305624314,2.2561028345356955
2704,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,72,4.86,1.5810384379124025,2.2045407685048604
2705,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,73,5.14,1.6370530794670737,2.2671568097509267
2706,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,74,4.64,1.534714366238164,2.1540659228538015
2707,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,75,2.94,1.0784095813505903,1.7146428199482247
2708,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,76,5.19,1.6467336971777973,2.2781571499789037
2709,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,77,5.42,1.6900958154515549,2.328089345364563
2710,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,78,5.64,1.7298840655099674,2.3748684174075834
2711,Daniel_13,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,79,5.91,1.776645831418007,2.4310491562286436
2712,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,1,3.89,1.358409157630355,1.972308292331602
2713,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,2,3.76,1.324418957401803,1.9390719429665315
2714,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,3,4.54,1.5129270120532565,2.130727575266252
2715,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,4,4.66,1.5390154481375546,2.1587033144922905
2716,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,5,4.37,1.4747630091074988,2.090454496036687
2717,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,6,3.39,1.220829921392359,1.841195263952197
2718,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,7,3.84,1.3454723665996355,1.9595917942265424
2719,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,8,4.39,1.47932922708708,2.0952326839756963
2720,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,9,4.56,1.5173226235262947,2.1354156504062622
2721,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,10,5.06,1.6213664832993742,2.2494443758403984
2722,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,11,4.68,1.5432981099295553,2.1633307652783933
2723,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,12,4.51,1.506297153514587,2.12367605815953
2724,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,13,4.89,1.5871923034867805,2.211334438749598
2725,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,14,4.24,1.4445632692438664,2.0591260281974
2726,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,15,4.15,1.423108334242607,2.0371548787463363
2727,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,16,4.43,1.4883995840570443,2.1047565179849186
2728,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,17,4.09,1.4085449700547104,2.0223748416156684
2729,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,18,4.15,1.423108334242607,2.0371548787463363
2730,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,19,4.13,1.4182774069729414,2.0322401432901573
2731,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,20,4.22,1.4398351280479205,2.0542638584174138
2732,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,21,4.38,1.4770487243883548,2.092844953645635
2733,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,22,4,1.3862943611198906,2
2734,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,23,4.13,1.4182774069729414,2.0322401432901573
2735,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,24,2.62,0.9631743177730056,1.6186414056238645
2736,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,25,4.17,1.4279160358107101,2.0420577856662137
2737,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,26,3.33,1.2029723039923526,1.8248287590894658
2738,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,27,3.93,1.3686394258811698,1.982422760159901
2739,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,28,4.7,1.547562508716013,2.16794833886788
2740,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,29,4.16,1.425515074273172,2.039607805437114
2741,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,30,2.53,0.9282193027394288,1.5905973720586866
2742,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,31,4.14,1.4206957878372228,2.0346989949375804
2743,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,32,4.31,1.4609379041156563,2.0760539492026693
2744,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,33,4.85,1.5789787049493917,2.202271554554524
2745,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,34,4.29,1.4562867329399256,2.071231517720798
2746,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,35,4.16,1.425515074273172,2.039607805437114
2747,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,36,3.72,1.3137236682850553,1.9287301521985911
2748,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,37,3.39,1.220829921392359,1.841195263952197
2749,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,38,4.83,1.5748464676644813,2.1977260975835913
2750,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,39,4.45,1.4929040961781488,2.1095023109728985
2751,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,40,3.88,1.355835153635182,1.969771560359221
2752,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,41,4.38,1.4770487243883548,2.092844953645635
2753,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,42,4.18,1.430311246536665,2.0445048300260873
2754,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,43,4.48,1.4996230464268938,2.1166010488516727
2755,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,44,4.03,1.3937663759585917,2.0074859899884734
2756,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,45,4.09,1.4085449700547104,2.0223748416156684
2757,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,46,3.45,1.2383742310432684,1.857417562100671
2758,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,47,2.27,0.8197798314933114,1.5066519173319364
2759,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,48,3.16,1.1505720275988207,1.7776388834631178
2760,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,49,4.87,1.5830939370944985,2.2068076490713913
2761,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,50,4.64,1.534714366238164,2.1540659228538015
2762,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,51,4.32,1.463255402256019,2.078460969082653
2763,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,52,4.29,1.4562867329399256,2.071231517720798
2764,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,53,4.38,1.4770487243883548,2.092844953645635
2765,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,54,4.3,1.4586150226995167,2.073644135332772
2766,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,55,4.2,1.4350845252893227,2.04939015319192
2767,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,56,4.91,1.5912739418064292,2.215851980616034
2768,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,57,2.55,0.9360933591703348,1.5968719422671311
2769,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,58,3.87,1.3532545070416904,1.9672315572906003
2770,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,59,4.29,1.4562867329399256,2.071231517720798
2771,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,60,3.31,1.1969481893889715,1.8193405398660252
2772,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,61,3.67,1.3001916620664788,1.9157244060668017
2773,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,62,3.18,1.1568811967920856,1.783255450012701
2774,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,63,3.2,1.1631508098056809,1.7888543819998317
2775,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,64,4.46,1.4951487660319727,2.1118712081942874
2776,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,65,3.52,1.2584609896100056,1.876166303929372
2777,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,66,4.03,1.3937663759585917,2.0074859899884734
2778,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,67,4.69,1.545432582458188,2.1656407827707715
2779,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,68,3.92,1.366091653802371,1.9798989873223332
2780,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,69,4.15,1.423108334242607,2.0371548787463363
2781,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,70,4.15,1.423108334242607,2.0371548787463363
2782,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,71,4.15,1.423108334242607,2.0371548787463363
2783,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,72,4.4,1.4816045409242156,2.0976176963403033
2784,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,73,3.74,1.3190856114264407,1.9339079605813716
2785,Daniel_14,Natural Population,2019,South America,island,Galapagos,Galapagos,San Cristobal,0,74,4.79,1.5665304114228238,2.188606862823929
