ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,depth,depth_log,depth_sqr
1517,MOBot_2088230,Herbarium,1971,North_Central America,mainland,NA,NA,NA,NA,5,3.5,1.252762968495368,1.8708286933869707
1518,MOBot_1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,1,5.84,1.7647307968401356,2.4166091947189146
1519,MOBot_1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,2,3.86,1.3506671834767394,1.96468827043885
1520,MOBot_1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,3,5.84,1.7647307968401356,2.4166091947189146
1521,MOBot_1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,4,3.48,1.247032293786383,1.865475810617763
1522,MOBot_1895319,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,5,3.87,1.3532545070416904,1.9672315572906003
1523,MOBot_2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,1,5.22,1.6524974018945473,2.2847319317591723
1524,MOBot_2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,2,5.59,1.7209792871670078,2.364318083507378
1525,MOBot_2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,3,5.85,1.766441661243765,2.4186773244895647
1526,MOBot_2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,4,6.51,1.873339456220478,2.5514701644346145
1527,MOBot_2574392,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,5,5.8,1.7578579175523736,2.4083189157584592
1528,MOBot_2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,1,6.95,1.9387416595767009,2.6362852652928135
1529,MOBot_2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,2,6.45,1.864080130807681,2.539685019840059
1530,MOBot_2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,3,7.18,1.9712993830601329,2.6795522013948525
1531,MOBot_2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,4,7.07,1.9558604799084813,2.658947160061666
1532,MOBot_2574435,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,5,7.41,2.0028304393079956,2.72213151776324
1533,MOBot_1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,1,5.26,1.6601310267496185,2.293468988235943
1534,MOBot_1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,2,5.36,1.6789639750827108,2.3151673805580453
1535,MOBot_1621366,Herbarium,1873,Africa,island,other,Cape Verde Islands,NA,NA,3,5.66,1.7334238922150915,2.3790754506740637
1536,MOBot_2265147,Herbarium,1970,Africa,mainland,NA,NA,NA,NA,1,2.85,1.0473189942805592,1.6881943016134133
1537,MOBot_1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,1,4.21,1.43746264769429,2.0518284528683193
1538,MOBot_1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,2,4.08,1.4060969884160703,2.0199009876724157
1539,MOBot_1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,3,4.89,1.5871923034867805,2.211334438749598
1540,MOBot_1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,4,4.23,1.4422019930581866,2.0566963801203135
1541,MOBot_1648141,Herbarium,1952,Africa,mainland,NA,NA,NA,NA,5,4.04,1.3962446919730587,2.009975124224178
1542,MOBot_1608800,Herbarium,NA,Africa,mainland,NA,NA,NA,NA,1,5.61,1.724550719534605,2.3685438564654024
1543,MOBot_1608800,Herbarium,NA,Africa,mainland,NA,NA,NA,NA,2,6.78,1.9139771019523042,2.6038433132583076
1544,MOBot_1608800,Herbarium,NA,Africa,mainland,NA,NA,NA,NA,3,6.54,1.8779371654691073,2.5573423705088842
1545,MOBot_1608800,Herbarium,NA,Africa,mainland,NA,NA,NA,NA,4,5.92,1.7783364488959144,2.4331050121192876
1546,MOBot_1608800,Herbarium,NA,Africa,mainland,NA,NA,NA,NA,5,5.47,1.6992786164338898,2.3388031127052997
1547,HUH_1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,1,1.94,0.6626879730752367,1.3928388277184118
1548,HUH_1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,2,4.65,1.536867219599265,2.1563858652847827
1549,HUH_1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,3,2.75,1.0116009116784799,1.6583123951777
1550,HUH_1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,4,3.41,1.2267122912954254,1.8466185312619388
1551,HUH_1275,Herbarium,1946,South America,mainland,NA,NA,NA,NA,5,3.05,1.1151415906193203,1.746424919657298
1552,HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,0,1,5.69,1.7387102481382397,2.3853720883753127
1553,HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,0,2,4.96,1.601405740736836,2.227105745132009
1554,HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,0,3,5.02,1.6134299337036377,2.240535650240808
1555,HUH_54,Herbarium,1923,South America,island,Galapagos,Galapagos,Baltra,0,4,5.21,1.6505798557652755,2.2825424421026654
1556,HUH_10180,Herbarium,1922,South America,mainland,NA,NA,NA,NA,5,4.71,1.5496879080283263,2.1702534414210706
1557,HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,1,4.21,1.43746264769429,2.0518284528683193
1558,HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,2,4.45,1.4929040961781488,2.1095023109728985
1559,HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,3,5.29,1.665818245870208,2.3
1560,HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,4,5.81,1.7595805708638197,2.41039415863879
1561,HUH_1730,Herbarium,1905,South America,island,Galapagos,Galapagos,Isabela,1,5,5.28,1.6639260977181702,2.2978250586152114
1562,HUH_400,Herbarium,1899,South America,island,Galapagos,Galapagos,Floreana,0,1,5.86,1.7681496035889213,2.420743687382041
1563,HUH_400,Herbarium,1899,South America,island,Galapagos,Galapagos,Floreana,0,2,4.72,1.5518087995974639,2.172556098240043
1564,HUH_291,Herbarium,1930,South America,island,Galapagos,Galapagos,Daphne Mayor,0,1,5.02,1.6134299337036377,2.240535650240808
1565,HUH_5654,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,1,5.24,1.6563214983329508,2.2891046284519194
1566,HUH_5654,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,2,5.42,1.6900958154515549,2.328089345364563
1567,HUH_5654,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,3,4.93,1.5953389880545987,2.2203603311174516
1568,HUH_5654,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,4,5.91,1.776645831418007,2.4310491562286436
1569,HUH_5654,Herbarium,1896,North_Central America,island,other,"Key West, Florida",NA,NA,5,5.1,1.62924053973028,2.258317958127243
1570,HUH_2177758,Herbarium,1877,North_Central America,island,other,"Key West, Florida",NA,NA,1,5.06,1.6213664832993742,2.2494443758403984
1571,HUH_2177758,Herbarium,1877,North_Central America,island,other,"Key West, Florida",NA,NA,2,6.85,1.9242486522741338,2.6172504656604803
1572,HUH_2177758,Herbarium,1877,North_Central America,island,other,"Key West, Florida",NA,NA,3,5.38,1.682688374173693,2.3194827009486403
1573,HUH_2177758,Herbarium,1877,North_Central America,island,other,"Key West, Florida",NA,NA,4,6.74,1.9080599249242156,2.596150997149434
1574,HUH_2177758,Herbarium,1877,North_Central America,island,other,"Key West, Florida",NA,NA,5,5.85,1.766441661243765,2.4186773244895647
1575,HUH_28603,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,1,4.69,1.545432582458188,2.1656407827707715
1576,HUH_28603,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,2,5.53,1.7101878155342434,2.3515952032609695
1577,HUH_28603,Herbarium,1948,North_Central America,mainland,NA,NA,NA,NA,3,5.22,1.6524974018945473,2.2847319317591723
1578,HUH_4776,Herbarium,1956,North_Central America,mainland,NA,NA,NA,NA,1,4.01,1.3887912413184778,2.0024984394500787
1579,HUH_4776,Herbarium,1956,North_Central America,mainland,NA,NA,NA,NA,2,4.71,1.5496879080283263,2.1702534414210706
1580,HUH_4776,Herbarium,1956,North_Central America,mainland,NA,NA,NA,NA,3,4.78,1.5644405465033646,2.186321110907545
1581,HUH_4776,Herbarium,1956,North_Central America,mainland,NA,NA,NA,NA,4,4.26,1.449269160281279,2.0639767440550294
1582,HUH_415,Herbarium,NA,North_Central America,island,other,"Florida, India Key",NA,NA,1,4.93,1.5953389880545987,2.2203603311174516
1583,HUH_415,Herbarium,NA,North_Central America,island,other,"Florida, India Key",NA,NA,2,5.53,1.7101878155342434,2.3515952032609695
1584,HUH_415,Herbarium,NA,North_Central America,island,other,"Florida, India Key",NA,NA,3,4.95,1.599387576580599,2.224859546128699
1585,HUH_415,Herbarium,NA,North_Central America,island,other,"Florida, India Key",NA,NA,4,6.57,1.8825138324965192,2.563201123595259
1586,HUH_415,Herbarium,NA,North_Central America,island,other,"Florida, India Key",NA,NA,5,5.45,1.6956156086751528,2.3345235059857505
1587,HUH_24953,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,1,4.68,1.5432981099295553,2.1633307652783933
1588,HUH_24953,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,2,5.16,1.6409365794934714,2.2715633383201093
1589,HUH_24953,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,3,3.85,1.3480731482996928,1.9621416870348585
1590,HUH_24953,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,4,4.63,1.5325568680981427,2.151743479135001
1591,HUH_3818,Herbarium,1903,North_Central America,mainland,NA,NA,NA,NA,1,4.28,1.4539530095937054,2.06881608655772
1592,HUH_3818,Herbarium,1903,North_Central America,mainland,NA,NA,NA,NA,2,4.59,1.5238800240724537,2.142428528562855
1593,HUH_3818,Herbarium,1903,North_Central America,mainland,NA,NA,NA,NA,3,4.96,1.601405740736836,2.227105745132009
1594,HUH_497,Herbarium,1940,North_Central America,mainland,NA,NA,NA,NA,1,3.75,1.3217558399823195,1.9364916731037085
1595,HUH_497,Herbarium,1940,North_Central America,mainland,NA,NA,NA,NA,2,2.89,1.0612565021243408,1.7
1596,HUH_497,Herbarium,1940,North_Central America,mainland,NA,NA,NA,NA,3,2.54,0.9321640810304452,1.5937377450509227
1597,HUH_497,Herbarium,1940,North_Central America,mainland,NA,NA,NA,NA,4,4.1,1.410986973710262,2.0248456731316584
1598,HUH_497,Herbarium,1940,North_Central America,mainland,NA,NA,NA,NA,5,3.98,1.3812818192963463,1.9949937343260002
1599,HUH_393,Herbarium,1897,North_Central America,island,other,Socorro Island,NA,NA,1,7.45,2.0082140323914683,2.7294688127912363
1600,HUH_393,Herbarium,1897,North_Central America,island,other,Socorro Island,NA,NA,2,5.44,1.6937790608678513,2.3323807579381204
1601,HUH_393,Herbarium,1897,North_Central America,island,other,Socorro Island,NA,NA,3,6.1,1.8082887711792655,2.4698178070456938
1602,HUH_393,Herbarium,1897,North_Central America,island,other,Socorro Island,NA,NA,4,6.69,1.900613874140137,2.5865034312755126
1603,HUH_393,Herbarium,1897,North_Central America,island,other,Socorro Island,NA,NA,5,5.78,1.7544036826842861,2.4041630560342617
1604,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,1,5.65,1.7316555451583497,2.3769728648009427
1605,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,2,5.46,1.6974487897568136,2.3366642891095846
1606,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,3,6.06,1.801709800081223,2.4617067250182343
1607,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,4,6.44,1.8625285401162623,2.5377155080899043
1608,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,5,6.88,1.9286186519452522,2.6229754097208002
1609,HUH_1318,Herbarium,1963,North_Central America,mainland,NA,NA,NA,NA,1,4.84,1.5769147207285403,2.2
1610,HUH_1318,Herbarium,1963,North_Central America,mainland,NA,NA,NA,NA,2,5.04,1.6174060820832772,2.244994432064365
1611,HUH_1318,Herbarium,1963,North_Central America,mainland,NA,NA,NA,NA,3,5.1,1.62924053973028,2.258317958127243
1612,HUH_1318,Herbarium,1963,North_Central America,mainland,NA,NA,NA,NA,4,3.66,1.297463147413275,1.9131126469708992
1613,HUH_1318,Herbarium,1963,North_Central America,mainland,NA,NA,NA,NA,5,3.88,1.355835153635182,1.969771560359221
1614,HUH_1460,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,1,5.68,1.7369512327330598,2.3832750575625967
1615,HUH_1460,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,2,4.03,1.3937663759585917,2.0074859899884734
1616,HUH_1460,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,3,4.92,1.5933085305042167,2.2181073012818833
1617,HUH_1460,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,4,5.82,1.7613002617433464,2.4124676163629637
1618,HUH_1460,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,5,5.82,1.7613002617433464,2.4124676163629637
1619,HUH_895,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,1,3.56,1.269760544863939,1.8867962264113207
1620,HUH_895,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,2,4.98,1.6054298910365616,2.23159136044214
1621,HUH_895,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,3,3.65,1.2947271675944,1.91049731745428
1622,HUH_895,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,4,3.75,1.3217558399823195,1.9364916731037085
1623,HUH_895,Herbarium,1962,North_Central America,mainland,NA,NA,NA,NA,5,4.73,1.5539252025038417,2.1748563170931545
1624,HUH_1996,Herbarium,1993,North_Central America,mainland,NA,NA,NA,NA,1,4.47,1.4973884086254774,2.1142374511865976
1625,HUH_1996,Herbarium,1993,North_Central America,mainland,NA,NA,NA,NA,2,4.27,1.451613827240533,2.0663978319771825
1626,HUH_1996,Herbarium,1993,North_Central America,mainland,NA,NA,NA,NA,3,4.67,1.541159071680806,2.1610182784974308
1627,HUH_171,Herbarium,1996,North_Central America,mainland,NA,NA,NA,NA,1,5.06,1.6213664832993742,2.2494443758403984
1628,HUH_171,Herbarium,1996,North_Central America,mainland,NA,NA,NA,NA,2,5.75,1.749199854809259,2.3979157616563596
1629,HUH_171,Herbarium,1996,North_Central America,mainland,NA,NA,NA,NA,3,5.06,1.6213664832993742,2.2494443758403984
1630,HUH_1492,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,1,4.67,1.541159071680806,2.1610182784974308
1631,HUH_1492,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,2,4.4,1.4816045409242156,2.0976176963403033
1632,HUH_1448,Herbarium,1964,North_Central America,mainland,NA,NA,NA,NA,1,4.16,1.425515074273172,2.039607805437114
1633,HUH_410,Herbarium,1925,North_Central America,island,other,Clarion Island,NA,NA,1,6.68,1.8991179875485542,2.584569596664017
1634,HUH_410,Herbarium,1925,North_Central America,island,other,Clarion Island,NA,NA,2,8.27,2.1126345090356,2.875760768909681
1635,HUH_410,Herbarium,1925,North_Central America,island,other,Clarion Island,NA,NA,3,6.35,1.8484548129046001,2.5199206336708304
1636,HUH_410,Herbarium,1925,North_Central America,island,other,Clarion Island,NA,NA,4,6.01,1.7934247485471162,2.4515301344262523
1637,HUH_410,Herbarium,1925,North_Central America,island,other,Clarion Island,NA,NA,5,8.55,2.145931282948669,2.924038303442689
1638,HUH_8352,Herbarium,1932,North_Central America,island,other,Clarion Island,NA,NA,6,6.74,1.9080599249242156,2.596150997149434
1639,HUH_8352,Herbarium,1932,North_Central America,island,other,Clarion Island,NA,NA,7,6.87,1.927164106234258,2.6210684844162313
1640,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,1,4.87,1.5830939370944985,2.2068076490713913
1641,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,2,6.19,1.8229350866965048,2.487971060924946
1642,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,3,6.14,1.814824742159051,2.477902338672773
1643,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,4,5.36,1.6789639750827108,2.3151673805580453
1644,HUH_200,Herbarium,1903,North_Central America,island,other,Socorro Island,NA,NA,5,7.32,1.9906103279732201,2.705549851693737
1645,HUH_6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,1,4.05,1.3987168811184478,2.0124611797498106
1646,HUH_6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,2,3.88,1.355835153635182,1.969771560359221
1647,HUH_6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,3,4.08,1.4060969884160703,2.0199009876724157
1648,HUH_6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,4,4.05,1.3987168811184478,2.0124611797498106
1649,HUH_6350,Herbarium,1909,North_Central America,mainland,NA,NA,NA,NA,5,3.94,1.3711807233098425,1.9849433241279208
1650,HUH_1874,Herbarium,1896,North_Central America,mainland,NA,NA,NA,NA,1,3.24,1.1755733298042381,1.8
1651,HUH_1874,Herbarium,1896,North_Central America,mainland,NA,NA,NA,NA,2,4.94,1.5973653311998313,2.222611077089287
1652,HUH_1874,Herbarium,1896,North_Central America,mainland,NA,NA,NA,NA,3,3.65,1.2947271675944,1.91049731745428
1653,HUH_1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,1,7.22,1.9768549529047348,2.6870057685088806
1654,HUH_1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,2,6.68,1.8991179875485542,2.584569596664017
1655,HUH_1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,3,7.86,2.0617866064411152,2.8035691537752374
1656,HUH_1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,4,7.23,1.9782390361706734,2.6888659319497505
1657,HUH_1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,5,7.75,2.0476928433652555,2.7838821814150108
1658,HUH_1117,Herbarium,1974,Africa,mainland,NA,NA,NA,NA,6,7.48,2.012232791986386,2.734958866235469
1659,HUH_21,Herbarium,1974,Africa,island,other,Shungu-Mbili Island,NA,NA,1,5.05,1.6193882432872684,2.247220505424423
1660,HUH_21,Herbarium,1974,Africa,island,other,Shungu-Mbili Island,NA,NA,2,5.79,1.7561322915849038,2.406241883103193
1661,HUH_21,Herbarium,1974,Africa,island,other,Shungu-Mbili Island,NA,NA,3,6.7,1.9021075263969205,2.588435821108957
