ind_num,ID,Herbarium,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,mericarp_num,length,width,depth,tip_distance,spine_num,lower_spines,country,location,notes
1252,Expedition_115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,2,6.89,3.68,5.47,8.27,2,0,Ecuador,Salvaje de Corazon,NA
1253,Expedition_115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,3,6.46,4.27,5.26,9.97,2,0,Ecuador,Salvaje de Corazon,NA
1254,Expedition_115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,4,6.12,3.01,4.69,6.69,2,0,Ecuador,Salvaje de Corazon,NA
1255,Expedition_115,Natural Population,2017,South America,island,Galapagos,Galapagos,Genovesa,1,5,6.38,3.13,4.85,8.88,4,1,Ecuador,Salvaje de Corazon,NA
1256,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,1,6.14,3.53,5.01,11.07,4,1,Ecuador,Playa Roja,NA
1257,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,2,6.2,3.19,5.05,9.86,4,1,Ecuador,Playa Roja,NA
1258,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,3,8.65,3.85,5.8,10.54,4,1,Ecuador,Playa Roja,NA
1259,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,4,8.3,4.18,5.95,8.77,4,1,Ecuador,Playa Roja,NA
1260,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,5,6.37,3.27,4.96,9.38,4,1,Ecuador,Playa Roja,NA
1261,Expedition_116,Natural Population,2017,South America,island,Galapagos,Galapagos,Rabida,1,6,6.8,3.09,4.99,9.97,4,1,Ecuador,Playa Roja,NA
1262,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,1,6.7,3,5.2,3.7,2,0,Ecuador,sector 5D,NA
1263,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,2,7,3.3,5.8,8.5,2,0,Ecuador,sector 5D,NA
1264,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,3,8.2,4,6.2,8.45,2,0,Ecuador,sector 5D,NA
1265,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,4,7.4,3.3,5.3,6.95,2,0,Ecuador,sector 5D,NA
1266,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,5,8.7,3.45,5.75,10.4,2,0,Ecuador,sector 5D,NA
1267,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,6,7.45,3.4,4.9,6.8,2,0,Ecuador,sector 5D,NA
1268,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,7,6.2,3.1,4.4,7.65,2,0,Ecuador,sector 5D,NA
1269,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,8,7.25,3.4,5.9,10.2,2,0,Ecuador,sector 5D,NA
1270,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,9,8.6,3.85,6.35,10,2,0,Ecuador,sector 5D,NA
1271,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,10,7.6,3.4,5.75,9.7,2,0,Ecuador,sector 5D,NA
1272,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,11,6.3,2.95,4.85,4.5,2,0,Ecuador,sector 5D,NA
1273,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,12,5.65,2.8,4.5,6.5,2,0,Ecuador,sector 5D,NA
1274,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,13,6,3,4.9,3.6,2,0,Ecuador,sector 5D,NA
1275,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,14,6.45,3,4.95,7.15,2,0,Ecuador,sector 5D,NA
1276,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,15,6,2.5,4.75,9.15,2,0,Ecuador,sector 5D,NA
1277,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,16,8.2,3.4,5.85,8,2,0,Ecuador,sector 5D,NA
1278,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,17,6.95,3.15,9.2,9.7,2,0,Ecuador,sector 5D,NA
1279,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,18,6.35,3.25,5.3,9.2,2,0,Ecuador,sector 5D,NA
1280,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,19,7,3.2,5.1,7.6,2,0,Ecuador,sector 5D,NA
1281,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,20,6.6,3.3,4.9,4.6,2,0,Ecuador,sector 5D,NA
1282,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,21,7.3,3.85,5.6,5.8,2,0,Ecuador,sector 5D,NA
1283,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,22,3.5,2.65,3.3,4.6,2,0,Ecuador,sector 5D,NA
1284,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,23,6.9,2.8,5.1,4.55,2,0,Ecuador,sector 5D,NA
1285,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,24,6.2,2.25,4.5,4.4,2,0,Ecuador,sector 5D,NA
1286,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,25,6.45,2.9,5,3.3,2,0,Ecuador,sector 5D,NA
1287,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,26,4.15,1.9,3,0,2,1,Ecuador,sector 5D,NA
1288,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,27,5.9,3.5,5,3.9,2,0,Ecuador,sector 5D,NA
1289,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,28,5.4,3.4,5.1,4.15,2,0,Ecuador,sector 5D,NA
1290,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,29,5.75,3.8,5.1,8.2,2,0,Ecuador,sector 5D,NA
1291,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,30,5.95,2.5,4.25,6.85,2,0,Ecuador,sector 5D,NA
1292,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,31,6.45,3.2,5,8.2,2,0,Ecuador,sector 5D,NA
1293,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,32,6.95,2.6,4.8,6.3,2,0,Ecuador,sector 5D,NA
1294,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,33,6.3,2.7,4.25,6.2,2,0,Ecuador,sector 5D,NA
1295,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,34,5.65,3.5,4.35,3.35,2,0,Ecuador,sector 5D,NA
1296,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,35,6.9,2.75,4.85,5.35,2,0,Ecuador,sector 5D,NA
1297,Grant collection_117,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,36,6.35,2.7,4.65,6.05,2,0,Ecuador,sector 5D,NA
1298,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,1,5.8,3.15,5,7.5,4,1,Ecuador,sector 20D,NA
1299,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,2,5.35,3,4.65,9.1,4,1,Ecuador,sector 20D,NA
1300,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,3,5.5,3.1,5.1,9.05,4,1,Ecuador,sector 20D,NA
1301,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,4,4.55,2.65,4.85,7.8,4,1,Ecuador,sector 20D,NA
1303,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,6,5.65,3.4,4.85,8.35,4,1,Ecuador,sector 20D,NA
1304,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,7,4.8,3,4.75,6.95,4,1,Ecuador,sector 20D,NA
1305,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,8,5.25,3.2,4.85,4.75,4,1,Ecuador,sector 20D,NA
1307,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,10,5.2,3.85,4.6,8.6,4,1,Ecuador,sector 20D,NA
1309,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,12,4.3,2.6,3.3,5.2,4,1,Ecuador,sector 20D,NA
1310,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,13,5.55,3.75,5.05,9.5,4,1,Ecuador,sector 20D,NA
1311,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,14,5.15,3.7,4.95,9.55,4,1,Ecuador,sector 20D,NA
1314,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,17,5.3,2.9,4.45,7.7,4,1,Ecuador,sector 20D,NA
1315,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,18,4.8,2.4,4.25,5.75,4,1,Ecuador,sector 20D,NA
1316,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,19,4.5,3.1,4.45,9.3,4,1,Ecuador,sector 20D,NA
1317,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,20,4.5,3.1,4.95,8.05,4,1,Ecuador,sector 20D,NA
1321,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,24,4.3,3.35,4.4,9.3,4,1,Ecuador,sector 20D,NA
1324,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,27,5,3.15,4.8,9.35,4,1,Ecuador,sector 20D,NA
1325,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,28,5.05,3.3,4.9,7.9,4,1,Ecuador,sector 20D,NA
1326,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,29,4.3,2.4,3.2,3.6,4,1,Ecuador,sector 20D,NA
1327,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,30,4.9,3.15,4.65,9.95,4,1,Ecuador,sector 20D,NA
1328,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,31,4.3,3.2,4.6,9.3,4,1,Ecuador,sector 20D,NA
1329,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,32,4.75,3.15,4.8,8,4,1,Ecuador,sector 20D,NA
1332,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,35,4.5,3.75,5.3,8.5,4,1,Ecuador,sector 20D,NA
1334,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,37,5.3,2.65,4.15,5.65,4,1,Ecuador,sector 20D,NA
1336,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,39,5.35,2.8,4.1,7.5,4,1,Ecuador,sector 20D,NA
1337,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,40,4.8,3.05,4.7,8.5,4,1,Ecuador,sector 20D,NA
1338,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,41,3.5,2.3,3.45,5.55,4,1,Ecuador,sector 20D,NA
1339,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,42,5.2,2.1,4.75,6,4,1,Ecuador,sector 20D,NA
1341,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,44,4.45,2.8,4.5,8.1,4,1,Ecuador,sector 20D,NA
1342,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,45,5.55,3.45,5.05,9.5,4,1,Ecuador,sector 20D,NA
1344,Grant collection_118,Natural Population,1977,South America,island,Galapagos,Galapagos,Daphne Mayor,0,47,4.3,2.95,4.55,10.85,4,1,Ecuador,sector 20D,NA
1345,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,1,7.05,3.65,5.95,12.3,2,0,Ecuador,130,NA
1346,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,2,6.7,3.4,6.55,12.65,2,0,Ecuador,130,NA
1347,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,3,5.25,2.5,5.4,9.5,2,0,Ecuador,130,NA
1348,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,4,5.75,2.65,5.1,10.45,2,0,Ecuador,130,NA
1349,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,5,6.75,3.2,5.6,12.55,2,0,Ecuador,130,NA
1350,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,6,7.35,3.95,6.5,11.35,2,0,Ecuador,130,NA
1351,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,7,7.8,3.65,7.65,14.8,2,0,Ecuador,130,NA
1352,Grant collection_119,Natural Population,1972,South America,island,Galapagos,Galapagos,Espanola,0,8,7.55,3.9,7,14,2,0,Ecuador,130,NA
1353,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,1,8,3.6,5.5,9.3,2,0,Ecuador,Punta Cevallos,NA
1354,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,2,6.35,3.85,5.1,9.8,2,0,Ecuador,Punta Cevallos,NA
1356,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,4,7.1,4.15,5.7,8.65,2,0,Ecuador,Punta Cevallos,NA
1357,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,5,7.15,3.5,5.2,11.5,2,0,Ecuador,Punta Cevallos,NA
1358,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,6,7.65,4.05,5.8,8,2,0,Ecuador,Punta Cevallos,NA
1359,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,7,6.5,3.7,5.05,8.4,2,0,Ecuador,Punta Cevallos,NA
1361,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,9,9,4.9,6.05,10.2,2,0,Ecuador,Punta Cevallos,NA
1363,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,11,7.05,3.35,5.6,9.1,2,0,Ecuador,Punta Cevallos,NA
1364,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,12,7.45,3.35,5.85,11.3,2,0,Ecuador,Punta Cevallos,NA
1365,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,13,6.6,3.45,5,11.95,2,0,Ecuador,Punta Cevallos,NA
1367,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,15,5.2,3.5,5.45,0,2,0,Ecuador,Punta Cevallos,NA
1369,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,17,6.75,3.3,5,8.4,4,1,Ecuador,Punta Cevallos,NA
1370,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,18,5.05,2.45,4.15,6.1,4,1,Ecuador,Punta Cevallos,NA
1372,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,20,4.75,3.2,4.3,11.35,2,0,Ecuador,Punta Cevallos,NA
1373,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,21,7.45,5.2,6.6,9.7,2,0,Ecuador,Punta Cevallos,NA
1374,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,22,7.8,4.05,5.65,10.3,4,1,Ecuador,Punta Cevallos,NA
1375,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,23,7.7,3.7,5.1,8.25,2,0,Ecuador,Punta Cevallos,NA
1376,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,24,7.3,2.95,5.1,8.95,4,1,Ecuador,Punta Cevallos,NA
1377,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,25,6,2.75,5.1,2.75,2,0,Ecuador,Punta Cevallos,NA
1378,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,26,6.55,3.45,5.15,8.75,2,0,Ecuador,Punta Cevallos,NA
1380,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,28,7.95,3.95,6,11.6,2,0,Ecuador,Punta Cevallos,NA
1381,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,29,5.95,3,4.25,3.95,2,0,Ecuador,Punta Cevallos,NA
1382,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,30,6.15,3.15,4.7,7.65,2,0,Ecuador,Punta Cevallos,NA
1383,Grant collection_120,Natural Population,1979,South America,island,Galapagos,Galapagos,Espanola,0,31,7.55,3.5,5.5,8.4,2,0,Ecuador,Punta Cevallos,NA
1384,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,1,5.3,3.15,4.8,6,4,1,Ecuador,Top of Daphne,NA
1385,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,2,6.4,3.15,5.05,10.95,2,0,Ecuador,Top of Daphne,NA
1386,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,3,7.15,3.9,5.8,9.55,2,0,Ecuador,Top of Daphne,NA
1387,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,4,8,3.4,6.1,11.35,4,1,Ecuador,Top of Daphne,NA
1388,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,5,8.3,3.4,5.85,8.5,2,0,Ecuador,Top of Daphne,NA
1389,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,6,5.65,2.75,5,8.55,2,0,Ecuador,Top of Daphne,NA
1390,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,7,6.15,3.1,5.25,10.95,4,1,Ecuador,Top of Daphne,NA
1391,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,8,6.25,3.1,5.95,8.65,4,1,Ecuador,Top of Daphne,NA
1392,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,9,6.45,3.3,5.6,10.25,4,1,Ecuador,Top of Daphne,NA
1393,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,10,7.1,3.5,5.65,10.4,4,1,Ecuador,Top of Daphne,NA
1394,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,11,5.6,2.65,4.6,9.2,2,0,Ecuador,Top of Daphne,NA
1395,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,12,6.45,3.1,5.3,11.25,2,0,Ecuador,Top of Daphne,NA
1396,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,13,4.55,2.25,3.9,7.7,2,0,Ecuador,Top of Daphne,NA
1398,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,15,5.75,3,4.85,10.4,2,0,Ecuador,Top of Daphne,NA
1399,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,16,6.85,3.3,4.75,9.3,2,0,Ecuador,Top of Daphne,NA
1400,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,17,5.95,2.8,4.5,9.4,4,1,Ecuador,Top of Daphne,NA
1401,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,18,4.7,2.4,4.2,7.55,2,0,Ecuador,Top of Daphne,NA
1402,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,19,5.75,2.85,4.7,8.85,2,0,Ecuador,Top of Daphne,NA
1403,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,20,7.15,2.95,5.05,9.45,2,0,Ecuador,Top of Daphne,NA
1404,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,21,6.95,2.8,5,10.5,2,0,Ecuador,Top of Daphne,NA
1405,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,22,6.85,2.8,4.9,9.85,2,0,Ecuador,Top of Daphne,NA
1406,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,23,5.45,2.9,4.7,10.05,2,0,Ecuador,Top of Daphne,NA
1407,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,24,7.05,3,4.75,9.1,4,1,Ecuador,Top of Daphne,NA
1408,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,25,7.75,3.55,5.65,9.6,4,1,Ecuador,Top of Daphne,NA
1409,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,26,6.25,3.1,4.75,8.65,2,0,Ecuador,Top of Daphne,NA
1410,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,27,6.65,2.8,4.85,8.85,2,0,Ecuador,Top of Daphne,NA
1411,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,28,6.45,3.1,4.8,10,2,0,Ecuador,Top of Daphne,NA
1412,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,29,6,3.4,5.25,10.2,4,1,Ecuador,Top of Daphne,NA
1413,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,30,5.2,2.85,4.75,8.1,2,0,Ecuador,Top of Daphne,NA
1414,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,31,5.5,2.85,4.4,6.45,2,0,Ecuador,Top of Daphne,NA
1415,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,32,5.5,3.5,4.8,8.4,4,1,Ecuador,Top of Daphne,NA
1416,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,33,6.85,3.5,4.9,10.35,2,0,Ecuador,Top of Daphne,NA
1417,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,34,6.05,2.95,4.65,6.95,2,0,Ecuador,Top of Daphne,NA
1418,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,35,5.6,3.2,5.1,10.4,2,0,Ecuador,Top of Daphne,NA
1419,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,36,6.75,3.2,5.35,9.45,4,1,Ecuador,Top of Daphne,NA
1420,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,37,7.4,4.05,6.2,8.95,4,1,Ecuador,Top of Daphne,NA
1421,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,38,6.25,2.9,5,9,2,0,Ecuador,Top of Daphne,NA
1422,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,39,6.75,3.4,5.35,8.7,2,0,Ecuador,Top of Daphne,NA
1423,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,40,5,3.05,5.25,10.05,4,1,Ecuador,Top of Daphne,NA
1424,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,41,6.25,3.45,5.7,10.95,4,1,Ecuador,Top of Daphne,NA
1425,Grant collection_121,Natural Population,1979,South America,island,Galapagos,Galapagos,Daphne Menor,1,42,5.2,2.95,5.05,6.25,4,1,Ecuador,Top of Daphne,NA
1426,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,1,5.62,2.65,3.57,6.55,2,0,Colombia,Palmira,NA
1427,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,2,5.75,2.06,3.51,6.19,2,0,Colombia,Palmira,NA
1428,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,3,5.68,2.54,3.72,6.7,2,0,Colombia,Palmira,NA
1429,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,4,5.46,2.38,3.46,5.97,2,0,Colombia,Palmira,NA
1430,MOBot_5035926,Herbarium,1993,South America,mainland,NA,NA,NA,NA,5,5.51,2.34,3.47,6.13,2,0,Colombia,Palmira,NA
1431,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,1,6.91,2.88,4.78,9.09,2,0,Venezuela,"Maracay, Aragua",NA
1432,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,2,7.47,3.42,4.66,10.72,4,1,Venezuela,"Maracay, Aragua",NA
1433,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,3,5.93,2.4,4.12,8.76,2,0,Venezuela,"Maracay, Aragua",NA
1434,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,4,7.62,2.88,4.49,9.41,2,0,Venezuela,"Maracay, Aragua",NA
1435,MOBot_2916321,Herbarium,1973,South America,mainland,NA,NA,NA,NA,5,7.34,3.04,4.7,10.45,4,1,Venezuela,"Maracay, Aragua",NA
1436,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,1,4.96,2.87,4.45,6.09,2,0,Venezuela,"Quibor, Lara",NA
1437,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,2,4.25,2.56,3.99,5.33,2,0,Venezuela,"Quibor, Lara",NA
1438,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,3,4.57,2.8,4.22,5.65,2,0,Venezuela,"Quibor, Lara",NA
1439,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,4,3.83,1.92,3.47,4.19,2,0,Venezuela,"Quibor, Lara",NA
1440,MOBot_3335114,Herbarium,1982,South America,mainland,NA,NA,NA,NA,5,4.59,2.61,4.1,5.49,2,0,Venezuela,"Quibor, Lara",NA
1441,MOBot_3335112,Herbarium,1975,South America,mainland,NA,NA,NA,NA,1,4.62,2.42,3.35,6.85,4,1,Venezuela,Distrito Federal,NA
